transaction_id,transaction_date,customer_id,card_type,amount,merchant_category,merchant_country,transaction_channel,device_type,is_international,is_card_present,transactions_last_24h,average_amount_30d,risk_score,is_fraud
CC00000811,2025-03-19 23:28:24,C000937,visa,718.07,grocery,United Kingdom,mobile_app,mac,1,0,8,156.12,39,0
CC00004386,2025-08-11 13:38:13,C001675,mastercard,161.76,fashion,United States,pos,android,0,0,7,220.85,29,0
CC00010809,2025-09-16 22:15:31,C001230,rupay,118.13,entertainment,United States,website,ios,0,1,7,76.46,21,0
CC00004371,2025-02-02 19:03:54,C002951,visa,317.84,restaurant,Germany,pos,windows,0,1,3,183.87,22,0
CC00008693,2025-03-18 19:04:31,C000830,visa,29.04,travel,United Kingdom,pos,android,0,0,9,145.64,29,0
CC00010585,2025-01-01 01:33:39,C001796,amex,72.28,fuel,UAE,mobile_app,mac,0,0,6,68.36,37,0
CC00009321,2025-11-14 17:15:11,C002529,amex,121.34,travel,Australia,atm,,0,1,4,398.58,9,0
CC00004486,2025-09-30 04:39:24,C001995,mastercard,44.57,grocery,United Kingdom,mobile_app,android,0,0,0,248.82,29,0
CC00001700,2025-05-01 05:50:18,C000038,mastercard,165,,United Kingdom,website,mac,0,1,1,272.91,24,0
CC00002620,2025-08-04 21:37:06,C001804,visa,108.97,entertainment,United States,pos,windows,0,1,4,114.31,11,0
CC00000350,2025-06-25 23:13:19,C000043,mastercard,299.29,grocery,Australia,pos,mac,0,1,6,116.97,8,0
CC00002298,2025-12-13 19:22:47,C001997,mastercard,462.34,fuel,United Kingdom,mobile_app,android,0,1,5,140.24,11,0
CC00001751,2025-07-02 15:47:52,C001342,amex,211.15,grocery,INDIA,pos,windows,0,1,7,317.7,9,0
CC00001264,2025-02-18 04:38:51,C002869,visa,736.43,utilities,Canada,mobile_app,ios,0,0,2,100.51,23,0
CC00011092,2025-05-25 07:55:20,C003356,rupay,316.35,grocery,Canada,mobile_app,windows,1,0,6,161.04,51,0
CC00009188,2025-05-22 11:44:45,C000328,mastercard,67.11,pharmacy,Singapore,website,windows,0,1,4,382.75,17,0
CC00010421,2025-05-18 09:56:34,C000859,amex,145.32,restaurant,Australia,mobile_app,other,0,0,2,81.95,19,0
CC00008066,2025-08-26 06:42:22,C000798,visa,71.09,entertainment,UAE,atm,windows,0,0,3,264.44,26,0
CC00005346,2025-12-04 09:13:42,C000252,visa,25.61,grocery,Germany,,android,0,1,0,66.83,18,0
CC00004655,2025-11-17 16:57:31,C002546,visa,336.81,grocery,India,atm,mac,0,1,5,102.59,16,0
CC00009683,2025-07-26 22:22:06,C003160,mastercard,416.53,restaurant,India,mobile_app,windows,0,0,,95.99,20,0
CC00000162,2025-06-04 05:28:29,C001382,amex,347.09,grocery,Australia,atm,mac,0,0,2,161.29,34,0
CC00005282,2025-06-09 23:18:41,C001182,rupay,197.26,grocery,Singapore,website,android,0,0,8,115.18,36,0
CC00011786,2025-09-30 02:29:44,C000494,visa,55.5,fashion,UAE,atm,other,0,0,3,75.09,32,0
CC00006933,2025-10-19 16:39:53,C001876,amex,401.42,fuel,Germany,website,android,0,1,8,,19,0
CC00008161,2025-04-13 22:26:58,C000706,amex,160.34,travel,Canada,mobile_app,other,0,1,8,179.04,9,0
CC00010788,2025-07-31 16:55:57,C001218,rupay,383.17,electronics,Australia,pos,other,0,0,6,306.91,32,0
CC00002166,2025-07-27 16:14:09,C000721,rupay,206.49,electronics,India,pos,mac,0,0,4,58.02,32,0
CC00002514,2025-11-05 21:15:43,,visa,176.79,utilities,UAE,mobile_app,other,0,0,7,63.04,19,0
CC00009896,2025-02-27 13:30:51,C002690,visa,218.98,pharmacy,Canada,mobile_app,other,0,0,3,346.48,32,0
CC00001896,2025-03-14 16:37:23,C002992,mastercard,338.25,entertainment,Singapore,mobile_app,windows,0,1,7,90.03,19,0
CC00009086,2025-01-18 04:58:34,C000820,mastercard,813.25,fuel,Singapore,website,windows,0,1,5,67.94,8,0
CC00011954,2025-10-11 07:13:05,C001011,rupay,186.06,restaurant,United Kingdom,pos,windows,0,1,0,268.38,9,0
CC00007402,2025-05-05 16:27:18,C003202,mastercard,367.52,entertainment,Australia,website,android,0,1,0,217.49,20,0
CC00000121,2025-04-08 17:50:32,C000776,amex,349.48,utilities,Canada,mobile_app,mac,0,1,10,145.09,15,0
CC00003508,2025-08-10 09:10:38,C000159,amex,134.72,restaurant,Singapore,pos,mac,0,1,4,251.5,14,0
CC00006984,2025-12-20 11:14:38,C001665,amex,111.18,pharmacy,Australia,mobile_app,windows,0,1,2,305.02,24,0
CC00003253,2025-10-04 10:41:10,C003276,amex,109.33,utilities,Australia,pos,windows,0,0,3,170.92,35,0
CC00009590,2025-02-20 13:51:00,C001953,mastercard,72.98,pharmacy,United Kingdom,atm,windows,0,1,0,104.8,13,0
CC00002424,2025-09-21 23:08:14,C000336,rupay,90.89,pharmacy,India,atm,mac,0,1,8,245.94,26,0
CC00004130,2025-08-29 08:29:55,C002866,rupay,455.28,restaurant,UAE,atm,other,0,1,6,235.07,19,0
CC00007439,2025-02-03 16:29:53,C001027,amex,208.54,travel,Australia,mobile_app,ios,0,0,2,103.07,26,0
CC00002961,2025-02-27 00:21:44,C002510,mastercard,36.08,electronics,United Kingdom,website,mac,0,1,6,118.53,22,0
CC00000195,2025-10-08 21:19:16,C001828,rupay,57.69,pharmacy,Germany,pos,ios,0,0,4,93.73,34,0
CC00008058,2025-11-03 11:48:00,C001047,amex,162.55,grocery,Canada,mobile_app,windows,0,1,6,298.26,24,0
CC00011588,2025-09-04 07:43:02,C001028,mastercard,117.35,restaurant,Germany,mobile_app,ios,0,1,1,45.46,10,0
CC00003969,2025-05-04 01:46:42,C000601,amex,19.16,fuel,India,pos,mac,0,1,6,272.92,26,0
CC00009324,2025-03-05 22:02:39,C000260,rupay,39.66,pharmacy,Australia,website,android,0,0,9,321.81,29,0
CC00004692,2025-08-18 19:43:39,C003275,mastercard,166.24,grocery,India,website,other,0,1,3,121.38,25,0
CC00008575,2025-04-01 10:44:47,C000631,amex,139.75,entertainment,UAE,mobile_app,android,0,1,7,173.11,25,0
CC00010407,2025-12-16 08:13:31,C002368,visa,232.92,grocery,Canada,pos,mac,0,0,3,244.12,22,0
CC00009842,2025-09-07 16:49:36,C003466,rupay,105.48,grocery,United States,mobile_app,other,0,0,8,118.26,22,0
CC00010558,2025-04-07 15:18:26,C003129,rupay,231.17,utilities,Australia,mobile_app,windows,0,0,4,112.71,,0
CC00003076,2025-10-25 05:05:59,C001607,mastercard,157.72,fashion,United States,mobile_app,mac,0,0,5,122.27,37,0
CC00008637,2025-07-14 21:24:22,C001152,visa,97.91,fashion,Singapore,atm,android,0,1,7,150.49,22,0
CC00001530,2025-02-05 09:54:34,C000259,rupay,53.14,electronics,Germany,pos,mac,0,0,3,316.71,21,0
CC00004297,2025-08-03 06:19:37,C001343,visa,313.15,utilities,United States,atm,windows,0,1,4,211.46,11,0
CC00006709,2025-02-03 13:29:52,C002419,mastercard,189.4,grocery,Singapore,pos,android,0,1,3,205.89,23,0
CC00003391,2025-09-30 03:57:13,C001524,rupay,74.88,fashion,Germany,pos,windows,0,1,6,336.65,26,0
CC00010860,2025-11-17 13:23:48,C002603,mastercard,516.31,restaurant,India,atm,ios,1,1,9,77.91,33,0
CC00010949,2025-11-25 20:54:46,C000688,mastercard,105.28,grocery,Singapore,mobile_app,other,0,1,8,147.27,13,0
CC00011221,2025-06-22 08:02:30,C002473,mastercard,190.65,grocery,UAE,,other,0,0,2,349.63,36,0
CC00002577,not_available,C001385,rupay,51.75,entertainment,United States,pos,mac,0,1,3,38.24,9,0
CC00008530,2025-09-08 22:14:27,C001756,mastercard,109.86,travel,United States,pos,mac,0,1,3,83.99,14,0
CC00006880,2025-06-05 03:56:41,C003056,amex,240.97,grocery,UAE,pos,other,0,1,2,78.52,10,0
CC00003550,2025-11-12 09:24:00,C001385,rupay,92.47,fuel,India,website,mac,0,1,,35.66,21,0
CC00011968,2025-03-13 21:19:48,C000067,amex,187.21,entertainment,Canada,pos,mac,0,1,6,312.21,14,0
CC00011626,2025-07-12 06:03:21,C001492,amex,496.13,electronics,Singapore,pos,other,0,1,8,98.18,20,0
CC00007492,2025-06-19 11:10:24,C001163,amex,326.46,pharmacy,United Kingdom,pos,android,0,0,6,181.43,31,0
CC00009501,2025-02-12 09:57:26,C000717,visa,269.02,fuel,Canada,atm,windows,0,1,9,62.42,15,0
CC00004784,2025-12-15 21:04:17,C000911,amex,144.16,utilities,United Kingdom,mobile_app,other,0,0,7,115.24,29,0
CC00005186,2025-09-15 19:22:12,C002849,mastercard,380.83,grocery,India,pos,windows,0,1,3,91.91,25,0
CC00001900,2025-08-09 11:15:55,C001679,amex,238.93,entertainment,UAE,mobile_app,ios,0,1,0,229.46,14,0
CC00005130,2025-01-11 03:10:00,C003190,rupay,208.66,travel,India,atm,other,0,0,2,119.32,25,0
CC00009218,2025-06-06 11:43:26,C000293,amex,155.33,restaurant,UAE,website,windows,0,0,3,206.56,36,0
CC00003698,2025-11-13 22:33:55,C000816,visa,53.75,entertainment,United States,website, other ,0,1,7,85,16,0
CC00008560,2025-09-23 15:15:51,C003468,amex,90.62,pharmacy,Germany,atm,android,0,1,4,88.93,19,0
CC00002239,2025-12-20 00:17:36,C002485,visa,51.43,entertainment,Germany,mobile_app,mac,0,0,4,106.69,19,0
CC00007125,2025-04-06 05:04:25,C002891,visa,172.05,electronics,Singapore,atm,,0,1,3,185.16,24,0
CC00001992,2025-12-06 02:38:12,C002295,visa,538.88,pharmacy,Germany, mobile_app ,ios,0,1,3,143.58,15,0
CC00007539,2025-03-25 11:22:49,C001617,mastercard,361.67,pharmacy,UAE,pos,ios,0,0,5,195.58,34,0
CC00008115,2025-08-14 19:43:14,C002700,amex,261.34,utilities,Germany,pos,other,0,0,0,343.84,20,0
CC00010114,2025-04-04 10:03:49,C002503,mastercard,352.38,electronics,Canada,mobile_app,other,0,0,0,175.67,,0
CC00000283,2025-09-09 03:57:55,C002964,visa,186.82,fuel,Australia,website,ios,0,1,9,138.94,19,0
CC00005240,2025-03-07 06:26:56,C002170,mastercard,710.7,grocery,Germany,atm,android,0,1,6,171.76,19,0
CC00009600,2025-02-25 23:10:41,C003029,mastercard,118.25,fuel,Canada,pos,windows,1,0,1,181.96,47,0
CC00000516,2025-04-23 10:53:46,C000656,amex,45.17,pharmacy,India,mobile_app,windows,0,1,3,475.5,25,0
CC00005991,23/04/2025,C001917,visa,519.83,grocery,India,pos,other,0,1,1,207.11,21,0
CC00002966,2025-08-31 05:46:37,C000083,mastercard,165.62,fashion,UAE,website,other,0,1,8,90.26,12,0
CC00009985,2025-03-07 01:59:17,C001748,visa,314.12,entertainment,Australia,mobile_app,mac,0,1,1,272.08,24,0
CC00011324,2025-11-30 06:10:42,C002063,amex,46.91,travel,India,pos,ios,0,1,2,162.59,17,0
CC00007311,2025-02-12 21:47:51,C002192,rupay,259.79,entertainment,United Kingdom,website,other,0,0,2,157,22,0
CC00007990,2025-12-12 16:45:10,C002066,visa,11.26,entertainment,Australia,website,android,0,1,8,81.26,23,0
CC00001707,2025-01-15 07:10:06,C002995,rupay,514.49,entertainment,India,pos,other,0,0,4,50.22,35,0
CC00011998,2025-03-28 00:07:13,C002274,rupay,1220.74,utilities,Germany,mobile_app,android,0,1,8,197.93,21,0
CC00001494,2025-06-13 02:01:46,C000077,mastercard,275.33,entertainment,Singapore,mobile_app,ios,0,1,4,255.17,23,0
CC00009469,2025-11-15 05:22:44,C000249,rupay,253.6,fashion,Singapore,mobile_app,mac,0,1,6,187.2,11,0
CC00006123,2025-09-09 22:51:06,C001456,amex,64.09,,Germany,atm,android,0,0,7,123,29,0
CC00003721,2025-03-14 00:27:03,C000482,mastercard,177.68,travel,Australia,atm,mac,0,1,7,215.96,26,1
CC00002446,2025-12-14 22:28:07,C000945,visa,231.88,pharmacy,United States,atm,android,0,1,1,166.75,23,0
CC00011528,2025-08-05 15:54:40,C002448,rupay,56.15,electronics,Canada,website,mac,0,0,1,161.95,35,0
CC00000888,2025-01-07 06:27:20,C002107,visa,101.1,utilities,Germany,pos,android,0,1,1,42.19,15,0
CC00005659,2025-08-27 05:34:38,C002814,visa,576.63,entertainment,Canada,website,other,0,0,2,87.54,24,1
CC00006575,2025-07-05 02:03:45,C002651,amex,99.6,utilities,United Kingdom,atm,mac,0,1,1,176.04,22,0
CC00003962,2025-08-18 05:55:05,C002879,rupay,737.76,restaurant,United States,pos,android,0,0,9,56.2,31,0
CC00001452,2025-03-11 17:13:49,C003095,mastercard,99.12,grocery,Germany,website,windows,0,0,3,116.72,31,0
CC00006893,2025-09-29 20:28:30,C002481,rupay,165.18,pharmacy,Australia,mobile_app,other,0,1,7,184.5,25,0
CC00004851,2025-09-30 03:45:52,C002055,amex,173.65,electronics,United Kingdom,mobile_app,other,0,1,3,231.04,19,0
CC00001205,2025-02-25 02:28:16,C000239,rupay,72.6,restaurant,Australia,website,ios,0,1,9,61,23,0
CC00008278,2025-02-21 20:19:05,C002172,visa,453.6,grocery,UAE,mobile_app,windows,0,0,0,118.29,33,0
CC00011054,2025-07-18 20:44:20,C003219,rupay,184.85,pharmacy,Canada,pos,windows,0,1,6,50.38,18,0
CC00010710,2025-09-03 10:06:47,C000115,amex,201.59,entertainment,United Kingdom,website,mac,0,1,1,181.73,9,0
CC00004336,2025-07-17 15:36:09,C003424,mastercard,458.09,entertainment,Germany,website,other,0,0,1,142.17,26,0
CC00006728,2025-01-07 20:04:59,C002430,amex,225.16,electronics,Germany,mobile_app,ios,0,0,0,48.2,36,0
CC00000111,2025-04-03 00:10:44,C001583,mastercard,242.53,pharmacy,India,website,android,0,0,5,103.63,21,0
CC00004700,2025-06-10 09:12:54,C002245,amex,299.68,fuel,Canada,atm,windows,0,1,6,214.83,17,0
CC00000266,2025-12-19 16:20:47,C001423,visa,35.74,electronics,United Kingdom,atm,ios,0,0,7,282.78,25,0
CC00007538,2025-02-16 21:38:44,C002442,mastercard,205.41,restaurant,Australia,atm,windows,0,1,3,52.04,24,0
CC00010531,2025-07-12 23:45:02,C000001,rupay,152.2,fuel,India,pos,windows,,1,7,199.33,29,0
CC00004316,2025-07-07 15:17:14,C001515,amex,30.96,utilities,Canada,mobile_app,android,0,0,3,125.88,35,0
CC00006189,2025-05-19 07:42:35,C001437,visa,154.13,travel,Germany,atm,ios,0,1,7,104.62,12,0
CC00009655,2025-09-23 13:53:01,C003113,amex,107.19,pharmacy,India,mobile_app,mac,0,1,4,239.13,12,0
CC00002800,2025-11-02 17:09:12,C000065,mastercard,40.76,pharmacy,UAE,atm,windows,0,1,5,75.3,15,0
CC00003125,2025-10-13 03:35:58,C000673,amex,96.07,entertainment,India,pos,windows,0,0,8,406.77,27,0
CC00011867,2025-12-16 18:11:43,,visa,76.03,pharmacy,Canada,atm,windows,0,1,8,170.01,14,0
CC00000829,2025-01-14 00:59:40,C003238,amex,53.71,electronics,Canada,website,mac,0,0,3,97.81,25,1
CC00010933,2025-04-12 16:16:37,C000764,rupay,387.98,fuel,Germany,atm,mac,0,1,8,72.85,19,0
CC00002895,2025-06-20 17:59:33,C001653,amex,111.04,fashion,Australia,atm,other,0,0,7,52.64,20,0
CC00010908,2025-09-29 03:15:48,C000931,amex,73.98,pharmacy,United Kingdom,mobile_app,windows,0,0,3,297.97,34,0
CC00010429,2025-03-10 19:14:52,C003074,mastercard,143.13,entertainment,Germany,atm,android,0,1,3,139.41,26,0
CC00000867,2025-11-21 02:15:51,C003264,visa,38.91,restaurant, UAE ,,ios,0,0,0,293.54,27,0
CC00007095,2025-03-22 13:07:46,C000089,amex,100.49,travel,Singapore,atm,android,0,1,3,99.15,8,0
CC00004526,2025-10-20 21:27:50,C000856,mastercard,238.96,utilities,Canada,mobile_app,mac,0,1,5,200.8,9,0
CC00003251,2025-07-22 18:38:20,C000329,rupay,2201.34,fashion,UAE,pos,windows,0,1,8,117.55,29,0
CC00001130,2025-07-20 19:48:45,C002238,rupay,68.33,restaurant,United States,mobile_app,ios,0,1,5,176.88,22,0
CC00000039,2025-12-15 22:19:22,C002209,mastercard,119.78,entertainment,Singapore,pos,ios,0,0,0,213.05,22,0
CC00008111,2025-03-19 09:43:15,C003305,visa,30.41,restaurant,Canada,pos,android,0,0,8,91.87,35,0
CC00011766,2025-09-20 16:14:29,C001617,visa,372.16,grocery,Germany,mobile_app,windows,0,1,1,54.53,14,0
CC00009148,2025-05-02 22:29:05,C000205,mastercard,417.6,restaurant,United Kingdom,pos,ios,0,1,4,114.65,23,0
CC00001162,2025-10-17 11:41:49,C000299,mastercard,52.38,travel,Germany,pos,ios,0,0,4,183.1,26,0
CC00005470,2025-06-30 08:50:02,C002249,visa,177.79,fuel,Australia,website,windows,0,0,3,266.85,30,0
CC00011377,2025-04-15 04:56:12,C000959,amex,11.78,grocery,Singapore,atm,windows,0,0,6,64.2,27,0
CC00005688,2025-08-05 04:17:51,C002078,rupay,,electronics,Germany,atm,mac,0,1,1,174.72,8,0
CC00004937,2025-06-19 22:37:05,C003071,rupay,772.8,fuel,UAE,website,android,0,1,3,142.12,9,0
CC00010254,2025-06-13 06:01:54,C002903,amex,20.34,utilities,United Kingdom,mobile_app,android,0,0,2,165.3,23,0
CC00000321,2025-07-17 00:44:13,C002562,visa,273.24,electronics,Canada,pos,mac,1,1,4,178.06,44,0
CC00000309,2025-04-29 04:47:34,C002894,amex,633.03,pharmacy,UAE,mobile_app,mac,0,0,5,329.03,28,0
CC00006531,2025-01-18 06:29:57,C003134,visa,216.23,grocery,UAE,pos,,0,0,6,319.44,25,0
CC00003138,2025-02-06 07:36:47,C000751,rupay,1771.08,pharmacy,Singapore,atm,android,0,0,9,184.76,35,0
CC00011892,2025-06-29 09:54:52,C001535,amex,453.91,entertainment,Singapore,website,other,0,0,5,241.86,22,0
CC00011823,2025-07-01 03:49:46,C003147,visa,456.49,electronics,Canada,website,other,1,1,4,91,40,0
CC00006690,2025-03-02 23:00:30,C000569,amex,94.04,electronics,India,atm,ios,0,1,10,181.86,23,1
CC00011945,2025-11-12 14:42:15,C000162,visa,108.99,fuel,Canada,website,windows,0,0,2,169.78,32,0
CC00008342,2025-08-18 00:58:32,C000630,amex,140.28,utilities,UAE,website,windows,0,0,3,86.42,33,0
CC00003886,2025-12-04 19:12:32,C002415,mastercard,310.4,utilities,Germany,mobile_app,windows,0,0,0,198.07,32,0
CC00008121,2025-03-24 17:46:35,C001667,amex,220.11,utilities,UAE,mobile_app,windows,0,1,2,77.57,18,0
CC00011707,2025-09-27 19:27:50,C000794,rupay,377.22,fashion,Singapore,website,other,0,1,2,216.84,9,0
CC00009157,2025-03-31 06:16:03,C000402,visa,51.88, travel ,Canada,mobile_app,other,0,1,4,328.01,14,0
CC00004002,2025-09-07 19:27:13,C003192,rupay,38.66,pharmacy,Australia,website,,0,1,6,179.85,20,0
CC00010416,2025-11-14 23:07:15,C001736,amex,91.21,fuel,United Kingdom,mobile_app,android,0,1,5,132.61,23,0
CC00001345,2025-05-06 23:19:53,C002631,mastercard,503.19,electronics,Germany,pos,android,0,1,7,231.54,21,0
CC00010477,2025-01-20 12:07:51,C001791,rupay,197.67,entertainment,UAE,website,other,0,1,5,350.47,24,0
CC00008982,2025-07-04 12:02:33,C001043,amex,154.58,grocery,United States,website,ios,0,0,1,177.62,32,0
CC00002758,2025-07-31 02:17:45,C003248,amex,100.31,utilities,Australia,atm,mac,0,1,4,207.16,8,0
CC00010659,2025-07-03 18:10:21,C000519,rupay,91.72,restaurant,United States,mobile_app,windows,0,1,7,93.05,10,0
CC00003274,2025-11-20 11:13:49,,mastercard,749.87,electronics,Australia,pos,ios,0,1,5,92.3,25,0
CC00006545,2025-06-20 15:45:26,C000756,amex,94.93,travel,Singapore,website,other,0,1,4,138.36,19,0
CC00008811,2025-03-04 11:17:15,C001920,amex,66.15,grocery,Singapore,pos,windows,0,0,3,151.88,35,0
CC00011177,2025-01-05 22:09:45,C001228,rupay,19.68,electronics,United States,mobile_app,mac,0,1,3,142.44,11,0
CC00010231,2025-02-12 01:19:11,C002541,rupay,1388.68,restaurant,Canada,pos,mac,0,1,8,258.54,25,0
CC00010177,2025-08-23 05:27:22,C001059,visa,176.49,entertainment,Germany,pos,mac,0,1,6,42.2,12,0
CC00007781,2025-10-05 14:05:26,C001182,amex,239.57,pharmacy,United States,website,windows,0,0,0,146.87,23,0
CC00008258,2025-02-11 13:10:51,C000205,visa,142.46,utilities,Canada,atm,other,0,1,6,87.19,22,0
CC00001932,2025-11-06 16:46:24,C001657,visa,590.68,utilities,India,atm,mac,0,0,4,162.39,31,0
CC00009270,2025-09-13 06:27:24,C001145,visa,405.35,fashion,UAE,pos,ios,1,1,5,426.07,36,0
CC00011514,2025-03-05 16:23:34,C000591,amex,466.08,electronics,UAE,mobile_app,ios,0,0,6,300.85,23,0
CC00010616,2025-02-22 21:52:17,C000653,mastercard,149.35,entertainment,United States,mobile_app,android,0,0,7,73.96,26,0
CC00010299,2025-01-04 15:14:22,C001596,rupay,184.23,electronics,Singapore,atm,android,0,1,0,60.13,21,0
CC00002806,2025-06-12 15:39:50,C003249,visa,,travel,United States,website,android,1,0,5,50.58,45,0
CC00004143,2025-12-23 23:31:24,C003390,amex,307.28,fashion,UAE,atm,mac,0,0,2,97.37,31,0
CC00005536,2025-03-09 00:42:24,C000395,amex,407.08,travel,India,pos,android,0,0,7,92.89,23,0
CC00000175,2025-09-28 15:14:48,C002933,visa,430.15,restaurant,Singapore,atm,android,0,0,5,115.99,21,0
CC00004062,2025-10-07 06:00:27,C001598,amex,42.98,entertainment,India,website,ios,0,1,8,177.92,23,0
CC00006202,2025-09-12 06:27:00,C002458,mastercard,564.43,PHARMACY,United States,website,ios,0,1,5,66.74,25,0
CC00003809,2025-02-13 10:30:25,C002991,rupay,352.51,electronics,Canada,atm,other,0,0,2,132.45,20,0
CC00011965,2025-11-22 10:45:23,C001614,visa,455.71,electronics,Singapore,pos,mac,0,1,2,222.41,22,0
CC00006876,2025-01-08 13:57:35,C001075,rupay,209.75,pharmacy,Germany,pos,android,0,0,5,75.34,22,0
CC00011136,2025-11-09 20:33:20,C002511,visa,91.11,electronics,Canada,mobile_app,android,1,1,4,58.33,38,0
CC00003996,2025-01-28 23:06:37,C001140,amex,170.64,electronics,Canada,atm,mac,0,0,3,170.37,22,0
CC00007907,2025-07-14 12:33:12,C000878,mastercard,470.67,restaurant,Singapore,mobile_app,other,0,1,2,101.15,21,0
CC00008841,2025-03-19 14:15:45,C003190,mastercard,36.54,travel,Australia,website,mac,0,1,1,195.17,16,0
CC00001871,2025-08-31 15:25:17,C002942,mastercard,73.06,travel,Singapore,website,mac,0,1,10,70.45,9,0
CC00001697,2025-01-10 08:58:16,C001427,amex,253.1,pharmacy,UAE,mobile_app,ios,1,0,4,492.95,54,0
CC00004210,2025-10-08 05:52:02,C001860,amex,116.54,fashion,India,website,mac,0,1,4,354.32,13,0
CC00005595,2025-03-02 19:50:41,C000058,rupay,565.49,grocery,India,pos,mac,0,1,0,114.36,22,0
CC00010825,2025-05-01 07:38:22,C000378,mastercard,111.43,fuel,United Kingdom,website,mac,0,1,5,46.86,13,0
CC00002926,2025-08-11 12:31:52,C003006,rupay,80.57,utilities,Australia,website,other,0,1,10,58.16,20,0
CC00006529,2025-11-05 18:16:41,C002349,rupay,2791.41,electronics,Germany,pos,mac,0,0,,110.96,50,0
CC00001169,2025-07-03 02:26:14,C003376,amex,130.82,electronics,United Kingdom,atm,other,0,0,3,115.46,25,0
CC00002333,2025-07-01 18:07:23,C000512,mastercard,412.95,grocery,Singapore,website,windows,0,1,3,111.96,22,0
CC00008110,2025-02-10 18:49:55,C000396,visa,144.91,travel,Germany,website,other,0,0,0,131.58,22,0
CC00010123,2025-03-03 09:59:45,C002816,rupay,132.24,grocery,Australia,mobile_app,other,0,0,0,73.81,21,0
CC00011578,2025-08-30 00:01:13,C000216,amex,75.67,fashion,Canada,atm,mac,0,1,4,64.74,8,0
CC00006247,2025-04-05 03:14:53,C003449,amex,368.22,fuel,UAE,website,mac,1,1,5,361.47,38,0
CC00000715,2025-06-25 14:18:03,C001308,amex,172.19,electronics,United Kingdom,website,ios,0,0,5,190.13,31,0
CC00001784,2025-11-05 16:27:57,C000641,visa,322.43,pharmacy,Australia,website,other,0,1,6,145.62,10,0
CC00011250,2025-05-31 12:32:26,C000268,visa,303.36,fuel,Germany,atm,android,1,0,6,74.88,41,0
CC00010273,2025-05-17 05:07:13,C002346,visa,277.87,utilities,Canada,website,other,0,1,4,217.42,15,0
CC00002447,2025-01-20 11:04:42,C000563,rupay,198.96,fuel,Germany,atm,windows,1,1,5,201.21,40,0
CC00009449,2025-11-05 04:25:42,C000984,rupay,348.9,pharmacy,Canada,mobile_app,other,0,1,4,57.69,8,0
CC00005127,2025-09-22 02:40:13,C002511,amex,281.72,travel,United States,mobile_app,android,0,1,3,290.04,10,0
CC00008334,2025-10-26 13:34:52,C002431,rupay,101.16,travel,Australia,pos,other,0,1,3,150.38,13,0
CC00002747,2025-06-19 17:51:18,C001578,rupay,86.57,grocery,United States,pos,ios,0,1,4,116.46,25,0
CC00010872,2025-02-04 13:13:30,C002447,visa,77.36,grocery,United Kingdom,pos,other,0,0,4,242.24,36,0
CC00007331,2025-02-22 07:47:10,C000067,visa,260.33, fashion ,India,website,mac,0,1,7,225.06,19,0
CC00001207,2025-05-10 15:43:53,C002463,visa,110.89,electronics,UAE,atm,other,0,0,7,149.15,29,0
CC00005260,2025-03-17 22:07:33,C001730,amex,140.57,restaurant,United Kingdom,mobile_app,ios,0,1,0,100.28,19,0
CC00009518,2025-11-03 09:40:25,C001284,amex,25.89,entertainment,Australia,pos,mac,1,0,1,338.33,49,0
CC00008959,2025-03-05 16:26:46,C000359,rupay,342.18,restaurant,Canada,atm,other,0,0,0,92.44,36,0
CC00007055,2025-03-02 13:37:12,C000124,amex,138.28,fuel,Australia,mobile_app,other,0,0,4,209.23,20,0
CC00005179,2025-12-30 17:08:52,C002279,amex,388.26,entertainment,United Kingdom,website,android,0,1,0,111.5,13,0
CC00006348,2025-07-01 02:28:58,C001125,amex,95.64,fashion,India,pos,windows,1,1,4,45.47,31,0
CC00006319,2025-07-23 05:34:03,C002620,amex,47.34,restaurant,Canada,mobile_app,android,0,0,0,274.6,27,0
CC00009023,2025-08-30 01:47:50,C002518,amex,417.67,grocery,United States,pos,mac,0,0,7,113.32,22,0
CC00000389,2025-06-08 20:58:39,C002081,rupay,37.95,electronics,India,website,ios,0,1,7,252.89,10,0
CC00006214,2025-11-30 11:56:13,C002925,rupay,466.07,utilities,United States,pos,android,0,0,4,294.93,33,0
CC00006559,2025-11-20 23:38:37,C001666,mastercard,103.44,electronics,United Kingdom,website,windows,0,0,2,229.52,34,0
CC00010137,2025-08-03 16:33:54,C001265,mastercard,36.34,GROCERY,Canada,website,other,0,1,1,107.47,22,0
CC00010666,2025-03-19 14:33:16,C001019,visa,381.97,utilities,Germany,pos,android,0,0,7,131.28,27,0
CC00004896,2025-04-23 07:16:36,C001710,mastercard,90.42,travel,UAE,website,ios,0,0,6,159.59,36,0
CC00011107,2025-12-01 01:41:24,C002328,mastercard,122.65,grocery,Singapore,atm,other,0,1,3,93.12,11,0
CC00000703,2025-04-07 13:57:42,C000633,rupay,121.59,utilities,Canada,pos,mac,0,,8,307.62,13,0
CC00001714,2025-10-01 08:04:48,C002482,amex,74.2,fuel,Australia,atm,windows,0,1,3,310.94,20,0
CC00009364,2025-03-25 06:07:46,C001018,mastercard,70.12,fuel,Canada,atm,other,0,0,0,117.91,32,0
CC00001291,2025-11-14 15:57:15,C001570,mastercard,279.07,entertainment,Australia,website,windows,0,1,11,142.02,42,0
