transaction_id,transaction_date,sender_account_id,receiver_account_id,transaction_type,amount,sender_balance_before,sender_balance_after,receiver_balance_before,receiver_balance_after,customer_age_group,customer_city,kyc_level,login_attempts,account_age_days,risk_score,is_fraud
FT00005796,2025-07-20 01:25:07,A0001630,A0008411,cash_out,1056.72,94819.21,93762.49,91037.86,92094.58,60+,Chennai,,3,68,47,0
FT00000023,2025-05-05 11:22:38,A0001113,A0006828,cash_in,1938.6,58316.02,56377.42,227416.35,229354.95,18-25,Delhi,basic,1,1826,17,0
FT00005280,2025-03-30 03:05:28,A0000321,A0007676,bill_payment,55.69,193510.62,193454.93,141837.48,141893.17,60+,Hyderabad,enhanced,1,1102,6,0
FT00001411,2025-01-16 15:59:30,A0003952,A0008411,bill_payment,1306.68,75569.76,74263.08,74867.46,76174.14,18-25,Mumbai,enhanced,1,1527,17,0
FT00010801,2025-11-27 09:48:09,A0002879,A0006807,cash_in,197.7,101425.98,101228.28,75638.14,75835.84,18-25,Kolkata,enhanced,4,787,33,0
FT00013478,2025-04-10 18:30:44,A0003322,A0005979,cash_out,230.09,646.08,415.99,290355.12,290585.21,26-35,Pune,basic,1,1064,23,0
FT00014553,31/03/2025,A0004868,A0008664,bill_payment,2241.48,145179.02,142937.54,204053.59,206295.07,60+,Pune,basic,2,549,21,0
FT00014471,2025-12-07 17:42:46,A0003620,A0007187,transfer,44.03,97696.58,97652.55,194874.42,194918.45,60+,Bengaluru,basic,2,968,25,0
FT00006431,2025-12-02 22:52:33,A0003081,A0008952,cash_in,865.51,233216.23,232350.72,171050.25,171915.76,26-35,Chennai,basic,2,1712,9,0
FT00000604,2025-03-28 10:42:59,A0001626,A0005709,debit,632.18,249774.43,249142.25,83584.91,84217.09,60+,Delhi,basic,1,1743,16,0
FT00004619,2025-03-28 20:56:33,A0000293,A0007784,bill_payment,1488.95,131760.38,130271.43,139545.43,141034.38,18-25,Chennai,basic,3,1827,17,0
FT00001109,2025-06-06 20:14:32,A0000615,A0006671,debit,962.57,47622.1,46659.53,10528.09,11490.66,60+,Chennai,enhanced,2,1787,12,0
FT00002085,2025-05-14 23:27:44,A0003039,A0006797,bill_payment,1002.99,185268.99,184266,204170.63,205173.62,60+,Mumbai,basic,1,731,13,0
FT00007804,2025-02-06 07:35:42,A0001668,,cash_out,239.16,7035.43,6796.27,153412.53,153651.69,26-35,Delhi,basic,2,937,24,0
FT00005544,2025-01-02 20:27:05,A0002837,A0007398,cash_in,491.84,143054.06,142562.22,228335.57,228827.41,60+,Chennai,enhanced,1,1064,,0
FT00008246,2025-11-27 05:57:55,A0000570,A0008312,bill_payment,65.06,140862.61,140797.55,125369,125434.06,26-35,Delhi,basic,1,759,16,0
FT00012711,2025-07-10 07:03:56,A0000427,A0008457,debit,4944.39,99819.16,94874.77,279817.39,284761.78,60+,Bengaluru,enhanced,2,470,6,0
FT00003864,2025-09-14 14:08:01,A0003481,A0008251,debit,4227.77,22355.15,18127.38,34844.47,39072.24,60+,Hyderabad,standard,2,635,9,0
FT00009562,2025-04-23 01:34:19,A0002550,A0009254,debit,225.7,179442.58,179216.88,43559.17,43784.87,18-25,Delhi,basic,2,1074,15,0
FT00010945,2025-07-03 09:12:08,A0001790,A0005647,bill_payment,70.84,232905.71,232834.87,34148.39,34219.23,36-45,Mumbai,basic,2,1560,15,0
FT00005092,2025-03-09 20:59:06,A0001549,A0005747,bill_payment,274.27,232016.6,231742.33,254102.48,254376.75,60+,Chennai,enhanced,2,880,14,0
FT00011552,2025-01-13 12:49:42,A0001383,A0009571,cash_out,126.23,107765.77,107639.54,13339.55,13465.78,18-25,Hyderabad,basic,1,1525,26,0
FT00006038,2025-01-30 12:35:24,A0000171,A0008596,transfer,2019.16,172545.61,170526.45,120818.91,122838.07,36-45,Hyderabad,standard,1,716,24,0
FT00007470,2025-03-30 00:00:54,A0002800,A0007089,transfer,117.95,227007.28,226889.33,25981.11,26099.06,36-45,Delhi,basic,1,725,19,0
FT00003384,2025-01-17 07:36:54,A0004079,A0009108,transfer,688.19,149487.16,148798.97,191501.44,192189.63,36-45,Pune,basic,1,1422,30,0
FT00006415,2025-04-19 16:23:31,A0000880,A0006185,transfer,974.16,82173.86,81199.7,296453.16,297427.32,26-35,Delhi,enhanced,2,435,33,0
FT00008218,2025-01-25 13:35:10,A0003575,A0009457,cash_out,358.5,60946.77,60588.27,630.85,989.35,18-25,Kolkata,enhanced,1,1663,17,0
FT00004482,2025-05-08 08:27:18,A0001031,A0009693,debit,271.25,231695.81,231424.56,22171.27,22442.52,18-25,Chennai,standard,1,477,10,0
FT00012280,2025-10-31 22:36:29,A0001912,A0008745,cash_in,2961.86,209844.14,206882.28,36514.18,39476.04,36-45,Hyderabad,standard,2,282,22,0
FT00001551,2025-03-27 21:10:10,A0003973,A0009193,debit,927.31,218394.25,217466.94,253105.85,254033.16,60+,Mumbai,standard,1,1193,12,0
FT00005229,2025-01-27 12:59:16,A0004183,A0005017,bill_payment,420.1,23878.17,23458.07,129404.35,129824.45,18-25,Pune,standard,3,631,21,0
FT00012645,2025-10-31 17:13:12,A0003106,A0008151,bill_payment,573.13,126827.91,126254.78,61005.61,61578.74,18-25,Hyderabad,standard,2,1720,11,0
FT00014615,2025-07-13 16:54:16,A0002140,A0006065,cash_in,1523.85,50891.17,49367.32,230463.99,231987.84,26-35,Kolkata,basic,1,1223,18,0
FT00004063,2025-11-16 15:16:37,A0004659,A0009047,debit,306.69,177239.35,176932.66,180141.94,180448.63,60+,Hyderabad,enhanced,2,146,13,0
FT00000580,2025-10-21 12:33:05,A0004538,A0006543,bill_payment,1366.53,31836.01,30469.48,23151.74,24518.27,18-25,Chennai,standard,2,803,11,0
FT00002413,2025-08-13 22:53:50,A0002211,A0006626,cash_out,5422.31,56028.19,50605.88,79366.14,84788.45,36-45,Hyderabad,enhanced,1,1429,28,0
FT00007199,2025-10-09 05:55:58,A0001344,A0006146,cash_out,955.84,138570.82,137614.98,163093.71,164049.55,60+,Mumbai,basic,4,151,37,0
FT00010299,2025-01-07 01:37:04,A0003453,A0006363,debit,78.64,175312.76,175234.12,166901.64,166980.28,46-60,Kolkata,standard,1,501,14,0
FT00008675,2025-05-24 10:26:36,A0001319,A0009049,cash_in,190.83,7945.56,7754.73,1169.26,1360.09,26-35,Delhi,basic,1,331,9,0
FT00000792,2025-04-18 06:38:52,A0004642,A0008682,transfer,775.96,68593.43,67817.47,220853.8,221629.76,46-60,Indore,basic,4,1015,45,0
FT00000229,2025-03-23 05:45:07,A0002243,A0008609,bill_payment,185.33,109836.7,109651.37,1050.57,1235.9,18-25,Mumbai,enhanced,1,1839,9,0
FT00003278,2025-04-20 18:27:22,A0000562,A0007075,cash_in,455.87,92432.9,91977.03,159232.12,159687.99,26-35,Pune,standard,2,53,37,0
FT00009033,2025-09-07 19:36:41,A0003849,A0009397,cash_out,1516.06,2965.6,1449.54,134969.3,136485.36,46-60,Hyderabad,enhanced,1,1522,20,0
FT00000583,2025-02-09 20:04:23,A0003150,A0005177,cash_out,27.14,171275.55,171248.41,84875.25,84902.39,26-35,Chennai,enhanced,2,1485,21,0
FT00007529,2025-03-23 13:57:34,A0001165,A0007683,cash_in,631.02,170617.13,169986.11,231412.82,232043.84,60+,Delhi,standard,6,316,36,0
FT00013795,2025-05-29 08:14:01,A0003669,A0007309,debit,140.35,113710.35,113570,202753.69,202894.04,18-25,Pune,basic,3,333,12,0
FT00013679,2025-08-25 10:01:44,A0004488,A0007516,cash_out,791.38,169779.04,168987.66,287359.17,288150.55,18-25,Kolkata,standard,3,624,18,0
FT00002852,2025-02-12 06:10:09,A0001836,A0008031,cash_in,791.06,58586.91,57795.85,242301.61,243092.67,36-45,Bengaluru,BASIC,2,457,11,0
FT00011657,2025-09-05 11:53:36,A0004072,,bill_payment,287.26,193891.48,193604.22,147618.01,147905.27,36-45,Delhi,enhanced,1,1002,11,0
FT00007072,2025-11-24 03:53:49,A0002651,A0005579,transfer,490.03,109068.16,108578.13,80533.4,81023.43,26-35,Chennai,basic,1,218,29,0
FT00000711,2025-01-31 17:05:33,A0000506,A0009503,debit,240.89,82019.51,81778.62,141319.37,141560.26,26-35,Hyderabad,basic,2,309,7,0
FT00013913,2025-05-15 22:00:23,A0002632,A0005478,transfer,1368.14,164478.8,163110.66,105223.66,106591.8,18-25,Delhi,enhanced,1,1836,22,0
FT00006254,2025-12-23 22:24:05,A0001813,A0006737,cash_out,3665.59,216762.77,213097.18,179104.16,182769.75,46-60,Hyderabad,enhanced,1,999,28,0
FT00002972,2025-04-13 14:30:20,A0004540,A0006124,bill_payment,1559.67,60651.03,59091.36,133849.33,135409,36-45,Bengaluru,enhanced,4,796,33,0
FT00013844,2025-05-17 09:35:06,A0000102,A0006340,cash_out,1367.25,142002.53,140635.28,288494.32,289861.57,46-60,Kolkata,standard,1,1091,21,0
FT00007599,2025-04-27 04:20:09,A0000687,A0006501,cash_in,12980.85,65366.02,52385.17,280493.82,293474.67,26-35,Hyderabad,standard,2,1790,22,0
FT00013488,2025-04-15 23:05:24,A0001453,A0008439,transfer,3852.71,37536.01,33683.3,5706.09,9558.8,18-25,Bengaluru,enhanced,3,1769,26,0
FT00013237,2025-11-04 06:34:08,A0002895,A0009202,cash_in,160.13,226959.25,226799.12,145843.04,146003.17,60+,Bengaluru,basic,1,254,11,0
FT00001778,2025-03-31 06:59:05,A0000811,A0007624,cash_in,1194.34,55115.24,53920.9,290702.72,291897.06,18-25,Pune,basic,1,975,8,0
FT00003399,2025-07-26 07:30:45,A0003728,A0006720,cash_out,317.79,118959.49,118641.7,159818.19,160135.98,46-60,Chennai,enhanced,2,1224,19,0
FT00011476,01/05/2025,A0000241,A0005577,transfer,1967.68,69364.48,67396.8,270413.06,272380.74,36-45,Bengaluru,basic,3,1650,22,0
FT00014188,2025-03-31 12:52:19,A0003795,A0007777,cash_in,1500.99,105678.94,104177.95,138853.71,140354.7,18-25,Mumbai,basic,1,1738,14,0
FT00014444,2025-03-13 12:22:24,A0001624,A0006806,bill_payment,2932.36,137476.82,134544.46,204787.82,207720.18,18-25,Bengaluru,enhanced,1,1519,22,0
FT00003513,2025-02-14 04:21:02,A0004616,A0008499,cash_in,259.63,190807.58,190547.95,156975.66,157235.29,60+,Mumbai,enhanced,1,1394,12,0
FT00002914,2025-05-27 05:59:18,A0000699,A0006089,cash_in,487.82,169810.55,169322.73,278347.94,278835.76,60+,Mumbai,enhanced,1,700,8,0
FT00000156,28/10/2025,A0004127,A0005072,cash_out,898.05,111328.97,110430.92,108068.38,108966.43,18-25,Indore,basic,1,925,19,0
FT00011400,2025-08-17 13:34:07,A0003677,A0008306,transfer,728.76,223683.22,222954.46,92883.26,93612.02,46-60,Chennai,enhanced,1,1477,26,0
FT00004922,2025-12-14 04:09:20,A0004810,A0008837,bill_payment,577.05,124831.15,124254.1,144808.67,145385.72,60+,Pune,standard,4,945,24,0
FT00001760,2025-06-03 17:14:23,A0004486,A0008613,transfer,141.45,192563.95,192422.5,136733.75,136875.2,18-25,Delhi,basic,2,661,28,0
FT00012866,2025-03-27 22:59:27,A0002660,A0008743,transfer,232,125279.88,125047.88,149963.11,150195.11,46-60,Kolkata,enhanced,1,610,29,0
FT00011859,2025-02-26 12:45:35,A0002906,A0005336,debit,83.9,219865.28,219781.38,198896.45,198980.35,60+,Mumbai,enhanced,1,998,12,0
FT00004606,2025-12-02 12:25:31,A0000254,A0005406,transfer,366.29,52499.36,52133.07,120603.49,120969.78,26-35,Indore,basic,1,1742,34,0
FT00002667,2025-05-13 07:04:30,A0000661,A0005694,cash_in,275.23,171899.01,171623.78,151978.12,152253.35,36-45,Mumbai,standard,2,1140,21,0
FT00013633,2025-12-26 22:27:48,A0002787,A0009351,cash_out,2609.54,69393.02,66783.48,93317.68,95927.22,18-25,Bengaluru,basic,1,373,26,0
FT00004226,2025-05-26 00:04:39,A0004010,A0008086,cash_out,372.59,135248.21,134875.62,172023.21,172395.8,18-25,Pune,enhanced,1,1766,18,0
FT00006137,2025-02-12 20:20:30,A0000575,A0005056,cash_in,315.74,223856.47,223540.73,221645.86,221961.6,18-25,Kolkata,basic,1,1384,16,0
FT00005871,2025-02-25 10:21:52,A0003461,A0006770,bill_payment,1678.72,214777.44,213098.72,254216.4,255895.12,18-25,Mumbai,standard,1,1082,8,0
FT00014391,2025-10-28 10:53:27,A0000902,A0006912,,687.5,116442.34,115754.84,168716.18,169403.68,60+,Indore,standard,2,1119,33,0
FT00003146,2025-12-02 19:59:16,A0004810,A0007979,cash_in,1297.25,122598.8,121301.55,25393.17,26690.42,36-45,Chennai,standard,4,637,40,0
FT00007907,2025-07-17 21:16:49,A0004431,A0007326,transfer,938.56,187438.33,186499.77,106359.63,107298.19,46-60,Mumbai,enhanced,2,1506,22,0
FT00010908,2025-10-02 18:55:20,A0004622,A0007089,debit,281.95,213209.71,212927.76,167239.65,167521.6,46-60,Delhi,standard,1,1633,12,0
FT00010225,2025-07-08 06:08:26,A0004166,A0009604,bill_payment,706.49,128437.49,127731,6714.81,7421.3,36-45,Mumbai,basic,1,1344,12,0
FT00005144,2025-06-16 18:02:17,A0003583,A0007262,cash_in,1341.85,149201.28,147859.43,41035.33,42377.18,46-60,Indore,standard,2,1665,9,0
FT00013933,2025-05-25 17:09:15,A0001460,A0007599,transfer,143.28,190324.34,190181.06,218162.79,218306.07,26-35,Delhi,enhanced,1,988,22,0
FT00009240,2025-09-01 14:39:12,A0002094,A0009951,debit,536.05,168567.64,168031.59,103474.39,104010.44,18-25,Chennai,enhanced,3,706,9,0
FT00002544,2025-11-23 06:53:19,A0002030,A0005190,cash_in,332.31,173439.13,173106.82,219961.37,220293.68,46-60,Bengaluru,basic,2,804,14,0
FT00009160,2025-07-23 19:02:15,A0004343,A0006347,transfer,295.91,249193.76,248897.85,3441.36,3737.27,26-35,Indore,enhanced,3,906,25,0
FT00013289,2025-02-11 23:05:07,A0001864,A0005511,cash_in,2901.62,235174.6,232272.98,289799.19,292700.81,46-60,Bengaluru,basic,2,1673,14,0
FT00008864,2025-07-21 15:07:08,A0000902,A0008800,cash_out,84.2,50174.89,50090.69,25823.34,25907.54,60+,Delhi,basic,2,952,24,0
FT00002859,2025-10-29 06:37:28,A0002739,A0006189,bill_payment,488.83,144304.62,143815.79,35660.42,36149.25,60+,Kolkata,standard,1,1416,19,0
FT00005275,2025-09-26 17:51:46,A0002646,A0007508,debit,155.37,193243.31,193087.94,11534.96,11690.33,36-45,Bengaluru,basic,5,757,27,0
FT00009695,16/10/2025,A0000445,A0009337,transfer,1691.72,238389.82,236698.1,254947.62,256639.34,26-35,Hyderabad,standard,1,1342,20,0
FT00002854,2025-04-27 13:10:24,A0001332,A0005701,cash_in,380.73,3726.98,3346.25,275578.65,275959.38,46-60,Mumbai,enhanced,2,158,15,0
FT00007369,2025-01-02 17:12:40,A0003037,A0008049,cash_in,257.92,217218.02,216960.1,93228.82,93486.74,60+,Pune,enhanced,2,508,17,0
FT00007614,2025-11-03 03:14:32,A0004533,A0005869,cash_out,458.38,99484.33,99025.95,273568.34,274026.72,46-60,Pune,standard,2,248,29,0
FT00013022,2025-01-18 23:20:04,A0002352,A0008468,cash_out,1085.63,43424.8,42339.17,208808.3,209893.93,18-25,Hyderabad,enhanced,2,1615,27,0
FT00009948,2025-06-09 08:27:25,A0002974,A0008399,transfer,197.31,196289.58,196092.27,47920.45,48117.76,46-60,Hyderabad,basic,1,370,34,0
FT00000314,2025-11-03 19:50:07,A0004590,A0008812,cash_out,1645.56,79008.24,77362.68,201277.41,202922.97,18-25,Indore,enhanced,4,1175,47,0
FT00008564,2025-02-21 23:21:02,A0003675,A0005568,transfer,,127942.72,127697.78,239446.81,239691.75,36-45,Hyderabad,enhanced,1,1650,25,0
FT00012891,2025-10-08 00:18:59,A0004925,A0005482,cash_out,980.04,71487.89,70507.85,161408.58,162388.62,18-25,Indore,basic,1,514,21,0
FT00007666,2025-02-10 10:19:50,A0002818,A0005833,bill_payment,131.61,76822.36,76690.75,281798.83,281930.44,36-45,Bengaluru,basic,1,555,20,0
FT00000498,2025-06-29 07:32:52,A0004096,A0007573,cash_in,177,103074.51,102897.51,44898.76,45075.76,60+,Pune,basic,3,300,18,0
FT00001962,2025-11-24 20:59:41,A0002513,A0008271,cash_out,111.36,32160.66,32049.3,196743.64,196855,26-35,Indore,enhanced,1,672,22,0
FT00011114,2025-08-20 17:39:43,A0003002,A0005544,transfer,1311.02,195817.82,194506.8,291786.04,293097.06,36-45,Pune,basic,1,312,24,0
FT00013337,2025-12-24 22:20:35,A0001272,A0008993,bill_payment,45.34,49396.18,49350.84,20170.72,20216.06,60+,Kolkata,standard,2,1422,9,0
FT00005874,2025-06-16 08:57:35,A0004821,A0007645,bill_payment,118.77,221493.52,221374.75,128918.47,129037.24,18-25,Hyderabad,basic,2,1141,8,0
FT00006193,2025-10-17 08:28:35,A0003576,A0007846,bill_payment,110.91,168200,168089.09,54364.88,54475.79,36-45,Indore,standard,3,550,9,0
FT00000863,2025-06-29 23:13:49,A0001903,A0006192,cash_out,1861.42,73749.11,71887.69,192581.14,194442.56,36-45,Kolkata,standard,3,1481,24,0
FT00001806,2025-01-31 20:59:12,A0000229,A0007832,cash_in,1463.35,138907.25,137443.9,139632.46,141095.81,46-60,Bengaluru,basic,1,178,20,0
FT00003655,2025-07-08 06:43:05,A0003980,A0006570,transfer,1374.26,152658.97,151284.71,282332.82,283707.08,18-25,Hyderabad,standard,3,1598,29,0
FT00007181,2025-12-12 23:48:35,A0003796,A0005007,cash_in,17246.16,107192.41,89946.25,102610.79,119856.95,60+,Mumbai,enhanced,2,458,10,0
FT00000939,2025-03-13 07:36:48,A0004993,A0008871,bill_payment,-399.63,98705.45,98305.82,63743.84,64143.47,36-45,Indore,standard,1,243,21,0
FT00009952,2025-11-04 08:03:42,A0004820,A0008212,transfer,738.95,50354.51,49615.56,168914.78,169653.73,60+,Chennai,enhanced,2,675,25,0
FT00005670,2025-10-11 04:13:04,A0000562,A0008589,transfer,656.91,75661.03,75004.12,42807.14,43464.05,36-45,Delhi,standard,1,1235,23,0
FT00001514,2025-06-26 06:11:25,A0000007,A0007610,cash_in,319.9,239764.58,239444.68,267851.57,268171.47,18-25,Delhi,basic,3,778,22,0
FT00001837,2025-03-24 21:00:34,A0001995,A0007297,cash_in,567.25,250020.43,249453.18,129412.19,129979.44,18-25,Bengaluru,enhanced,2,,13,0
FT00007918,28/08/2025,A0003382,A0005444,debit,707.91,40696.78,39988.87,31935.12,32643.03,26-35,Mumbai,basic,2,534,8,0
FT00004384,2025-06-01 21:21:21,A0000694,A0005913,transfer,29.5,180148.52,180119.02,199108.23,199137.73,18-25,Chennai,basic,3,535,32,0
FT00000373,2025-10-27 04:34:46,A0001973,A0007289,cash_out,561.75,163418.47,162856.72,177730.94,178292.69,18-25,Kolkata,basic,2,561,25,0
FT00005932,2025-05-03 08:03:28,A0003306,A0008762,cash_out,129.32,15959.57,15830.25,179154.38,179283.7,26-35,Indore,enhanced,3,293,30,0
FT00013527,2025-03-29 13:35:49,A0000274,A0005345,cash_out,527.41,134114.92,133587.51,76219.51,76746.92,60+,Hyderabad,enhanced,1,759,17,0
FT00004080,2025-08-07 05:58:42,A0003787,A0007424,bill_payment,873.15,35292.41,34419.26,31553.78,32426.93,18-25,Mumbai,basic,1,1456,21,0
FT00007035,2025-02-23 22:29:43,A0004544,A0007470,transfer,343.72,142708.71,142364.99,165171.21,165514.93,26-35,Mumbai,basic,1,1209,33,0
FT00000300,2025-06-03 03:48:42,A0003941,A0008923, cash_out ,226.41,129706.09,129479.68,,259620.64,18-25,Kolkata,standard,1,1208,22,0
FT00001840,2025-07-13 01:09:57,A0001161,A0008243,cash_in,190.25,211953.67,211763.42,84463.32,84653.57,60+,Delhi,standard,1,645,15,0
FT00001680,2025-04-24 14:09:16,A0004234,A0006857,bill_payment,568.18,152747.21,152179.03,138974.2,139542.38,36-45,Pune,basic,3,451,19,0
FT00009284,2025-02-16 00:15:25,A0001082,A0009150,transfer,618.27,12831.46,12213.19,266349.68,266967.95,18-25,Bengaluru,standard,3,1686,19,0
FT00002630,2025-08-12 09:14:31,A0002686,A0009639,transfer,156.46,4633.82,4477.36,288761.66,288918.12,36-45,Pune,basic,1,120,21,0
FT00011356,2025-03-02 23:21:23,A0001262,A0008716,debit,504.59,18494.31,17989.72,171513.12,172017.71,46-60,Pune,enhanced,1,497,19,0
FT00013586,2025-03-22 09:17:03,A0003443,A0008920,transfer,366.01,138282.55,137916.54,115135.89,115501.9,26-35,Indore,enhanced,2,516,22,0
FT00013036,2025-06-20 17:14:48,A0004138,A0006771,transfer,195.79,243250,243054.21,137847.57,138043.36,36-45,Hyderabad,standard,1,665,24,0
FT00000092,2025-05-03 21:52:07,A0002005,A0007488,transfer,1941.6,176908.42,174966.82,249564.63,251506.23,46-60,Hyderabad,basic,2,235,26,0
FT00001104,2025-12-03 20:44:08,A0002386,A0008626,cash_out,514.69,109697.32,109182.63,32790.78,33305.47,18-25,Mumbai,basic,1,869,17,0
FT00012255,2025-04-19 01:15:22,A0002474,,cash_out,776.73,20131.41,19354.68,194118.03,194894.76,36-45,Kolkata,enhanced,2,504,25,0
FT00008381,2025-08-04 13:35:46,A0001524,A0007054,transfer,129.5,79251.3,79121.8,29235.78,29365.28,36-45,Bengaluru,basic,2,1425,25,0
FT00011524,2025-03-13 02:25:01,A0004766,A0009804,cash_in,58.89,211064.18,211005.29,169046.75,169105.64,60+,Indore,basic,1,1331,13,0
FT00009733,2025-08-23 00:02:17,A0004291,A0007137,debit,742.47,183510.05,182767.58,25525.43,26267.9,18-25,Kolkata,enhanced,2,1828,9,0
FT00007745,2025-02-13 20:02:13,A0002098,A0007575,cash_in,120.1,88137.49,88017.39,243672.9,243793,46-60,Delhi,standard,,640,11,0
FT00013097,2025-08-26 07:38:51,A0004066,A0005372,cash_in,299.3,1889.01,1589.71,211562.59,211861.89,18-25,Indore, enhanced ,1,56,28,0
FT00010533,2025-09-27 21:51:29,A0000948,A0006539,cash_out,452.35,71739.22,71286.87,113431.17,113883.52,60+,Kolkata,standard,1,1604,28,0
FT00004584,2025-09-09 19:35:26,A0002111,A0007707,bill_payment,90.97,2950.89,2859.92,259956.71,260047.68,60+,Indore,basic,1,770,12,0
FT00008288,2025-03-01 12:56:22,A0003201,A0009834,transfer,573.57,173679.06,173105.49,264219.6,264793.17,36-45,Bengaluru,standard,2,1654,19,0
FT00014355,2025-03-05 12:34:23,A0002556,A0007501,cash_in,1051.58,212616.05,211564.47,183902.71,184954.29,60+,Delhi,basic,1,90,9,0
FT00014472,2025-01-13 21:42:24,A0002036,A0005824,transfer,998.82,169277.23,168278.41,223643.93,224642.75,18-25,Delhi,standard,2,1460,29,0
FT00005505,2025-01-19 23:18:04,A0001603,A0006862,bill_payment,592.14,137494.24,136902.1,28468.63,29060.77,26-35,Kolkata,enhanced,1,1180,22,0
FT00010898,2025-09-27 10:23:03,A0002680,A0006008,transfer,1543.28,61333.36,59790.08,174511.88,176055.16,46-60,Kolkata,standard,2,1288,21,0
FT00014131,2025-06-20 17:48:41,A0000111,A0008060,bill_payment,165.7,104682.15,104516.45,71499.25,71664.95,36-45,Kolkata,standard,1,425,17,0
FT00006448,2025-08-23 22:30:41,A0003698,A0009228,debit,157.93,73440.37,73282.44,13009.78,13167.71,18-25,Chennai,basic,2,1048,17,0
FT00012963,2025-01-25 02:17:27,A0001358,A0007794,debit,150.58,25945.33,25794.75,77309.06,77459.64,46-60,Delhi,enhanced,1,1560,18,0
FT00002260,2025-02-08 18:47:25,A0001627,A0009745,bill_payment,543.19,104371.32,103828.13,93105.37,93648.56,26-35,Indore,standard,1,355,21,0
FT00006271,2025-09-13 00:40:18,A0002959,A0008024,debit,665.68,134471.96,133806.28,250378.54,251044.22,60+,Delhi,basic,1,116,20,0
FT00000250,2025-05-09 06:00:33,A0003011,A0006924,transfer,471.06,243629.52,243158.46,172789.57,173260.63,26-35,Indore,enhanced,2,1158,31,0
FT00012622,2025-07-02 03:21:47,A0002880,A0008387,cash_out,15568.34,83802.3,68233.96,230972.53,246540.87,60+,Pune,basic,1,1516,31,0
FT00013083,2025-03-26 18:14:49,A0000781,A0007014,cash_in,1084,235840.94,234756.94,122783.03,123867.03,26-35,Indore,standard,1,521,20,0
FT00006462,2025-01-23 01:19:16,A0003962,A0006133,transfer,857.63,236075.55,235217.92,206889.41,207747.04,26-35,Delhi,standard,2,47,52,0
FT00000712,2025-03-09 20:03:18,A0001906,A0007924,transfer,81.3,178721.37,178640.07,212976.81,213058.11,36-45,Indore,basic,3,719,32,0
FT00005277,2025-12-09 16:25:49,A0004044,A0009077,bill_payment,635.55,76446.43,75810.88,190449.77,191085.32,60+,Kolkata,enhanced,1,1797,11,0
FT00002449,2025-04-07 19:04:26,A0001925,A0005832,cash_out,1875.36,88488.13,86612.77,215854.55,217729.91,36-45,Bengaluru,basic,2,380,17,0
FT00011654,2025-05-17 22:53:42,A0003583,A0007531,cash_out,698.03,49443.2,48745.17,130855.93,131553.96,26-35,Delhi,standard,3,652,19,0
FT00010110,2025-11-10 00:09:43,A0002720,A0009699,debit,141.72,126034.27,125892.55,127171.5,127313.22,18-25,Delhi,standard,1,403,19,0
FT00010024,2025-02-21 04:16:33,A0004743,A0009280,debit,175.8,245456.27,245280.47,43734.15,43909.95,26-35,Chennai,basic,1,573,12,0
FT00006305,2025-02-23 06:22:10,A0000839,A0009838,transfer,118.64,,210609.12,240550.3,240668.94,46-60,Chennai,standard,3,1310,31,0
FT00004366,2025-08-04 23:53:18,A0003606,A0009433,debit,842.31,100090.62,99248.31,127368.61,128210.92,18-25,Hyderabad,basic,1,1107,10,0
FT00007516,2025-11-27 23:27:54,A0001656,A0008074,cash_out,364.39,194452.37,194087.98,131735.78,132100.17,46-60,Chennai,enhanced,1,833,22,0
FT00013634,2025-02-01 00:03:12,A0001199,A0008321,bill_payment,180.85,37899.83,37718.98,285815.42,285996.27,18-25,Delhi,basic,3,1581,22,0
FT00006482,2025-02-02 20:22:05,A0002107,A0007080,debit,97.73,11498.7,11400.97,1820.25,1917.98,36-45,Hyderabad,standard,1,1685,15,0
FT00002738,24/07/2025,A0002805,A0009107,bill_payment,984.87,121660.6,120675.73,94184.56,95169.43,,Pune,basic,1,1479,17,0
FT00014549,2025-11-03 08:48:38,A0000944,A0005891,cash_in,1993.62,23729.9,21736.28,160099.58,162093.2,26-35, Bengaluru ,basic,2,1787,13,0
FT00002451,2025-06-20 22:53:17,A0002253,A0006528,transfer,873.2,222626.88,221753.68,128923.77,129796.97,46-60,Mumbai,basic,2,714,25,0
FT00001174,2025-01-07 14:12:08,A0004721,A0006507,bill_payment,295.88,63693.32,63397.44,225701.14,225997.02,18-25,Mumbai,enhanced,3,1158,7,0
FT00005066,2025-07-20 13:47:55,A0002454,A0008310,cash_out,225.52,123509.04,123283.52,,70638.89,26-35,Delhi,basic,2,1171,28,0
FT00008655,2025-05-14 04:50:14,A0004321,A0005736,cash_in,1243.2,70461.86,69218.66,5736.45,6979.65,60+,Bengaluru,standard,3,132,11,0
FT00008463,2025-11-26 04:53:07,A0000413,A0009090,cash_in,194.47,154112.03,153917.56,228281.19,228475.66,36-45,Kolkata,basic,3,1400,18,0
FT00014119,2025-04-02 17:19:18,A0004558,,cash_out,2619.67,153137.43,150517.76,156030.14,158649.81,26-35,Indore,enhanced,1,654,20,0
FT00003042,2025-05-18 05:21:33,A0003194,A0008473,debit,528.11,238891.48,238363.37,108837.47,109365.58,18-25,Hyderabad,basic,2,721,11,0
FT00002075,2025-05-09 12:04:35,A0000377,A0005096,bill_payment,207.54,226623.39,226415.85,173809.61,174017.15,26-35,Pune,standard,3,724,16,0
