transaction_id,transaction_date,customer_id,transaction_type,amount,customer_balance,location,device_type,transaction_hour,distance_from_home_km,transactions_last_1h,new_device,new_location,risk_score,is_fraud
SF00019036,2025-09-16 03:20:21,SC004634,purchase,372.02,147813.9,Bengaluru,android,4,1.6,6,0,0,48,0
SF00003666,2025-08-27 14:36:08,SC000868,purchase,148.58,102306.81,Pune, android ,1,7.9,6,0,1,66,0
SF00004942,2025-01-01 11:38:08,SC001176,purchase,2387.88,249459.17,Pune,other,12,7.3,2,0,0,7,0
SF00017256,2025-04-09 19:24:13,SC002721,purchase,392.79,102034.12,Hyderabad,other,12,8.4,5,0,1,50,0
SF00015460,2025-03-18 09:05:37,SC001106,bill_payment,212.17,66660.93,Delhi,other,14,43,1,0,0,18,0
SF00015435,2025-09-04 10:45:57,SC005818,transfer,397.56,178083.92,Mumbai,other,11,7.7,4,0,0,9,0
SF00008702,2025-02-25 19:33:53,SC004156,bill_payment,599.34,175842.73,Pune,android,20,7.7,0,0,0,19,0
SF00017892,2025-09-28 09:22:47,SC004352,deposit,96.44,66983.2,Kolkata,android,9,12.7,1,0,0,17,0
SF00001627,2025-12-17 17:49:24,SC002709,deposit,666.62,60703.58,Bengaluru,windows,17,36.8,6,0,0,36,0
SF00007527,2025-01-16 02:59:37,SC000763,bill_payment,117.72,267480.65,Kolkata,windows,2,6.9,5,0,0,50,0
SF00015204,2025-04-05 13:18:08,SC002224,bill_payment,96.7,139663.6,Bengaluru,android,4,13.4,5,0,0,45,0
SF00013745,2025-05-12 15:59:12,SC000321,purchase,23.81,149760.62,Hyderabad,windows,13,2.1,6,1,0,40,0
SF00001371,2025-01-04 17:42:53,SC003110,purchase,115.24,39391.68,Pune,windows,22,7.2,5,0,1,46,0
SF00000944,2025-09-22 21:04:21,SC000568,bill_payment,45.52,157300.91,Hyderabad,windows,14,4.4,0,0,0,13,1
SF00003208,2025-03-24 10:57:38,SC002606,deposit,61.16,324075.96,Indore,android,17,1.9,5,0,1,43,0
SF00016033,2025-04-18 17:46:13,SC003303,withdrawal,264.93,228898.09,Bengaluru,windows,22,0.7,4,0,0,14,0
SF00018131,2025-12-20 21:54:39,SC004180,transfer,279.14,344731.85,Indore,android,8,48.6,6,0,0,31,0
SF00005297,2025-12-27 03:00:37,SC005119,purchase,78.18,315187.3,Bengaluru,mac,23,3.1,4,0,0,,0
SF00017611,2025-04-04 02:12:28,SC003104,transfer,261.7,146466.54,Hyderabad,mac,21,13.5,6,1,0,52,0
SF00009211,2025-10-01 11:29:25,,deposit,443.51,48507.92,Bengaluru,android,19,6.9,6,0,0,33,0
SF00005323,2025-08-16 02:37:27,SC004598,bill_payment,407.6,146151.44,Mumbai,ios,10,0.9,4,0,0,15,0
SF00003777,2025-11-27 08:32:06,SC002068,deposit,98.4,18579.9,Delhi,ios,7,2.4,4,0,0,11,0
SF00002628,2025-06-07 11:28:59,SC000699,transfer,213.91,323716.51,Pune,other,22,13.8,6,0,0,26,0
SF00015953,2025-03-09 09:45:59,SC002908,transfer,206.24,28046.76,Pune,android,1,12.7,2,1,0,45,0
SF00003791,2025-04-29 21:24:18,SC000339,withdrawal,274.38,277620.95,Indore,android,5,4,0,0,0,7,0
SF00012044,2025-12-06 23:26:42,SC005008,transfer,230.71,23733.68,Pune,ios,19,7.3,3,0,1,24,0
SF00008322,2025-08-19 08:11:12,SC002734,withdrawal,144.48,278650.53,Bengaluru,mac,20,28.5,0,0,1,34,0
SF00014856,2025-12-25 16:21:04,SC005461,bill_payment,110.23,129682.16,Chennai,ios,16,10.1,6,0,0,23,0
SF00006515,2025-06-16 02:41:30,SC001944,withdrawal,165.89,175906.77,Indore,mac,13,1,4,0,0,13,0
SF00003761,2025-04-14 13:17:55,SC001824,bill_payment,1072.7,114085.9,Delhi,ios,21,14.1,5,0,0,35,0
SF00012540,2025-03-18 20:45:40,SC003369,withdrawal,206.98,195676.02,Bengaluru,windows,10,28.5,5,1,0,41,0
SF00017383,2025-02-22 23:40:48,SC000382,deposit,85.01,13336.82,Delhi,other,10,10.9,1,0,0,12,0
SF00018265,2025-07-21 07:07:11,SC001978,deposit,589.84,119632.39,Delhi,other,12,14.5,0,0,0,12,0
SF00019163,2025-08-01 07:12:35,SC000639,purchase,246.9,281213.47,Mumbai,android,4,23.2,0,0,0,34,0
SF00016420,2025-07-11 03:04:26,SC004641,deposit,2837.29,91802.28,Mumbai,android,7,8.6,5,0,0,29,0
SF00019893,01/08/2025,,transfer,344.61,180636.37,Indore,mac,4,36.7,1,0,0,27,0
SF00002328,2025-01-08 16:58:59,SC000990,purchase,19.53,20088.71,Chennai,ios,8,9.7,5,0,0,29,0
SF00003581,2025-01-14 20:52:13,SC000559,withdrawal,752.21,112480.45,Mumbai,ios,6,10.6,0,0,1,31,0
SF00007468,2025-01-23 02:57:20,SC005852,purchase,198.46,,Mumbai,other,18,1.8,2,0,1,21,0
SF00009832,,SC000990,purchase,1308.99,303254.68,Pune,other,9,9.9,2,0,0,11,0
SF00012055,2025-01-17 07:56:09,SC004868,transfer,241.54,221520.05,,mac,18,4.2,4,0,0,5,0
SF00003018,2025-12-19 06:14:35,SC000094,withdrawal,202.77,136409.14,Chennai,mac,12,13.6,2,0,0,11,0
SF00009836,2025-02-08 13:32:33,SC004561,purchase,621.82,26205.83,Pune,android,20,12,3,0,0,9,0
SF00015681,2025-08-12 15:51:31,SC004547,bill_payment,221.16,173185.07,Delhi,ios,12,20.1,5,0,0,26,0
SF00007759,2025-07-24 11:19:06,SC002762,transfer,618.8,301491.83,Chennai,ios,20,4.5,3,1,0,27,0
SF00007382,2025-05-06 08:54:54,SC003960,transfer,105.36,58591.91,Chennai,android,3,1.7,3,0,0,23,0
SF00017405,2025-05-17 22:38:46,SC005422,deposit,503.4,220415.5,Indore,windows,16,6.1,5,0,0,34,0
SF00017602,2025-05-06 12:10:06,SC004553,transfer,62.12,58965.35,Chennai,windows,19,7.8,4,1,0,24,0
SF00004551,2025-05-14 00:17:29,SC005515,deposit,91.96,197859.36,Kolkata,other,12,6.2,1,0,0,16,0
SF00011954,2025-10-22 08:46:06,SC000915,deposit,368.89,296708.92,Delhi,windows,21,5.4,5,0,0,24,0
SF00013593,2025-12-14 02:13:09,SC001949,deposit,67.7,303381.51,Hyderabad,ios,9,34.1,2,0,0,15,0
SF00018674,2025-01-05 10:29:24,SC001793,deposit,90.1,1777.02,Delhi,windows,6,0.9,4,0,0,9,0
SF00004173,2025-01-18 14:05:54,SC002848,deposit,56.7,237090.38,Delhi,windows,12,12.8,1,0,0,9,0
SF00004293,2025-03-19 02:35:34,SC005121, withdrawal ,463.08,63173.59,Delhi,android,3,7,2,0,0,24,0
SF00004870,2025-09-14 09:53:46,SC005807,withdrawal,79.67,293058.45,Bengaluru,other,2,8.2,5,0,0,49,0
SF00000654,2025-04-30 16:26:04,SC005806,bill_payment,791.01,91490.68,Delhi,other,7,8.1,5,0,0,25,0
SF00018299,2025-12-31 14:08:49,SC002852,bill_payment,,307766.02,Bengaluru,ios,5,3.8,1,0,0,16,0
SF00007117,2025-06-25 01:01:07,SC002867,transfer,67.62,225979.15,Hyderabad,mac,11,40.1,0,0,0,5,0
SF00002190,2025-01-12 22:22:25,SC005215,purchase,193.21,181807.17,Mumbai,android,11,3.3,3,0,0,12,0
SF00005541,2025-09-21 14:20:00,SC000092,bill_payment,198.03,212031.43,Delhi,windows,3,1.6,2,0,1,48,0
SF00018371,2025-04-19 08:29:05,SC003902,deposit,290.33,140172.57,Kolkata,mac,22,2.6,4,0,0,10,0
SF00001037,2025-02-25 09:32:55,SC001128,withdrawal,46.28,235261.82,Indore,mac,5,8,0,0,1,33,0
SF00005393,2025-09-20 12:14:56,SC003691,purchase,108.93,100162.14,Kolkata,ios,14,14.3,4,0,0,16,0
SF00016761,2025-02-03 02:17:58,SC003909,bill_payment,266.81,90977.24,Bengaluru,mac,8,25.2,,0,0,25,0
SF00019164,2025-09-07 18:07:39,SC002726,transfer,119.63,23727.11,Delhi,other,1,2.5,2,0,0,26,0
SF00015648,2025-04-08 12:46:50,SC005056,withdrawal,212.52,9883.3,Indore,windows,5,1.8,3,0,0,15,0
SF00003449,2025-08-28 22:32:37,SC005354,deposit,75.17,19940.9,Kolkata,ios,22,45.8,0,0,0,16,0
SF00004585,2025-10-24 02:43:53,SC000694,transfer,374.62,343444.28,Hyderabad,ios,0,2.9,1,0,1,45,0
SF00000278,2025-03-19 04:25:05,SC004474,PURCHASE,79.19,184548.81,Chennai,mac,20,3.1,1,0,0,11,0
SF00008178,2025-01-13 17:31:57,SC001364,bill_payment,129.57,221931.26,Hyderabad,mac,7,1.6,0,0,0,12,0
SF00018594,2025-11-26 19:40:41,SC001456,withdrawal,357.63,256737.19,Delhi,windows,0,2.4,5,0,0,47,0
SF00009003,2025-08-31 23:51:56,SC002059,purchase,70.05,344074.99,Mumbai,ios,8,7.3,1,0,0,6,0
SF00010126,2025-07-03 23:22:18,SC003681,purchase,651.31,131645.47,Kolkata,other,19,27.5,1,0,0,18,0
SF00007923,2025-03-09 17:14:22,SC002334,deposit,83.96,26606.12,Mumbai,ios,5,6.1,3,0,0,9,0
SF00004305,2025-06-06 04:57:02,SC005203,transfer,223.38,186605.29,Indore,android,23,4.2,4,0,0,14,0
SF00016959,2025-03-01 22:15:52,SC005044,bill_payment,237.81,248256.11,Indore,ios,1,22.9,3,0,0,33,0
SF00000447,2025-05-06 18:22:04,SC002319,purchase,175.93,168322.2,Pune,android,16,2.2,2,0,0,18,0
SF00010715,2025-03-18 10:11:28,SC005176,withdrawal,898.94,187686.29,Indore,other,6,3.2,3,0,0,6,0
SF00016922,2025-05-31 02:14:51,SC000929,deposit,1493.26,222286.54,Bengaluru,mac,20,2.5,4,0,0,18,0
SF00015788,2025-06-17 15:39:00,SC001545,,30.66,113457.91,Hyderabad,other,18,7.3,5,0,0,26,0
SF00008118,2025-12-14 10:29:13,SC004350,transfer,38.23,239463.16,Hyderabad,android,15,1.5,1,0,0,17,0
SF00013446,2025-01-19 18:42:11,SC001613,transfer,114.83,43748.84,Delhi,ios,17,4.5,0,0,0,8,0
SF00018078,2025-08-06 01:24:57,SC004246,purchase,150.85,341431.84,Kolkata,windows,2,27.4,4,0,0,30,0
SF00015071,2025-10-11 12:14:42,SC004940,purchase,65.9,189443.56,Mumbai,other,14,3.9,4,0,0,12,0
SF00007013,2025-12-09 22:33:01,SC002686,purchase,942.86,93725.57,Kolkata,windows,18,9,3,0,0,8,0
SF00015254,2025-04-30 08:47:58,SC001011,transfer,238.61,215171.18,Mumbai,other,7,1.5,5,0,1,48,1
SF00013690,2025-10-14 16:27:23,SC005496,withdrawal,984.14,331798.52,Kolkata,ios,22,15.5,2,0,0,18,0
SF00010575,2025-01-07 23:15:50,SC004053,deposit,59.52,55270.91,Chennai,ios,5,17,4,0,0,6,0
SF00018463,2025-08-16 06:36:22,SC001200,deposit,185.89,112020.97,Kolkata,android,11,44.7,3,0,1,28,0
SF00000232,2025-07-20 05:00:01,SC001574,transfer,152.47,168265.77,Mumbai,other,17,39.8,6,0,0,28,0
SF00004379,2025-12-06 08:13:13,SC000906,withdrawal,328.53,163512.59,Indore,other,15,5.4,1,0,0,12,0
SF00001193,2025-12-19 00:52:21,SC000410,purchase,50.54,310797.59,Kolkata,ios,3,9.1,1,1,0,49,0
SF00019423,2025-12-09 03:25:54,SC004746, deposit ,651.66,186108.7,Delhi,windows,17,14.9,3,0,0,15,0
SF00016983,2025-08-06 23:26:29,SC002704,transfer,281.22,330031.63,Kolkata,windows,22,8.1,5,0,0,34,0
SF00002514,2025-11-16 19:43:09,SC005793,bill_payment,78.65,72807.97,Delhi,android,22,4.3,0,0,0,11,0
SF00005357,2025-01-26 00:28:14,SC002091,transfer,110.51,337692.69,Delhi,ios,18,20.3,4,0,0,11,0
SF00012109,2025-07-09 10:34:49,SC001449,purchase,455.9,272228.37,Indore,windows,11,6.7,1,0,0,15,0
SF00014573,2025-04-18 17:56:08,SC000247,withdrawal,96.1,204115.54,Kolkata,ios,11,5.9,0,0,1,31,0
SF00008332,2025-08-24 12:51:33,SC002240,deposit,344.8,141561.98,Hyderabad,ios,12,14.4,3,0,0,8,0
SF00001188,17/06/2025,SC004509,withdrawal,68.43,121984.71,Bengaluru,ios,1,24.5,5,0,0,52,0
SF00001674,2025-09-22 22:46:28,SC005789,deposit,161.29,206512.46,Mumbai,windows,1,32.3,5,0,0,38,0
SF00018900,2025-12-03 22:56:30,SC003663,purchase,28.34,29313.93,Kolkata,android,13,23.3,4,0,0,9,0
SF00011655,2025-07-01 07:53:52,SC003905,transfer,1823.19,66471.09,Bengaluru,ios,3,3.4,3,0,0,28,0
SF00018726,2025-04-14 05:51:45,SC003063,bill_payment,514.6,267502.17,Mumbai,mac,18,27.7,3,0,0,7,0
SF00007496,2025-11-25 19:32:48,SC004821,transfer,329.99,73586.5,Chennai,other,5,8.7,2,1,0,22,0
SF00018048,2025-07-22 10:45:16,SC000623,bill_payment,332.91,245269.32,Pune,other,20,5.9,1,0,0,18,0
SF00001566,2025-10-11 03:44:44,SC005162,purchase,72.96,189987.62,Hyderabad,mac,18,4.8,1,0,0,9,0
SF00014046,2025-11-15 11:13:34,SC002096,withdrawal,145.93,347283.19,Hyderabad,other,1,5.3,4,0,0,25,0
SF00018717,2025-05-16 09:01:06,SC004477,purchase,119.25,115465.87,Mumbai,android,4,5.7,1,0,0,22,0
SF00008278,2025-03-04 10:29:27,SC002228,purchase,87.91,309433.26,Pune,other,9,9,1,0,0,15,1
SF00001842,2025-10-03 19:22:44,SC002983,withdrawal,347.37,143769.67,Kolkata,other,5,12.2,0,1,0,24,0
SF00014972,2025-09-28 06:46:46,SC001495,deposit,855.91,37489.99,Pune,other,18,28.5,3,0,0,17,0
SF00019359,2025-06-14 12:56:53,SC004550,bill_payment,90.55,344480.07,Pune,android,0,5.8,2,0,0,24,0
SF00011562,2025-01-26 19:36:48,SC002551,withdrawal,388.27,151744.73,Hyderabad, ios ,21,6.7,4,0,0,11,0
SF00006051,2025-06-03 23:14:40,SC001668,deposit,83.34,194551.28,Bengaluru,ios,1,3.7,1,0,0,22,0
SF00017100,2025-06-16 09:18:53,SC005011,purchase,69.03,234476.07,Mumbai,ios,17,7.5,0,0,0,14,0
SF00018940,2025-12-23 07:41:46,SC000397,bill_payment,32.52,55496.91,,windows,22,7.5,0,0,0,18,0
SF00006039,2025-03-16 19:42:54,SC001219,transfer,90.59,34758.93,Delhi,other,6,8.4,1,0,0,18,0
SF00016068,2025-11-04 01:41:30,SC004253,transfer,104.99,124035.2,Indore, ios ,8,2.8,4,0,0,19,0
SF00004077,2025-04-26 16:33:57,SC003040,bill_payment,659.87,224083.62,Kolkata,android,23,5.2,4,0,0,10,0
SF00008002,2025-03-12 04:15:59,SC000825,bill_payment,274.82,266649.17,Pune,other,12,5.8,3,0,0,7,0
SF00017952,2025-10-28 15:30:59,SC001734,bill_payment,55.61,54140.99,Mumbai,windows,1,18.5,2,0,0,33,0
SF00000521,2025-11-05 05:46:35,SC004590,purchase,222.11,190323.66,Chennai,windows,8,11.6,1,1,0,32,0
SF00014850,2025-05-17 19:16:50,SC005621,bill_payment,179.97,261866.94,Delhi,ios,20,6.1,1,0,0,17,0
SF00010143,2025-03-24 23:44:12,SC003719,transfer,292.36,183941.01,Delhi,mac,18,6.6,2,0,0,15,0
SF00000615,2025-05-17 12:24:34,SC004444,bill_payment,238.83,224493.35,Pune,mac,14,1.9,6,0,0,28,0
SF00004874,2025-02-09 02:30:00,SC001830,bill_payment,357.24,103418.14,Chennai,android,3,5.7,4,0,0,23,0
SF00005212,2025-05-16 16:15:21,SC001397,withdrawal,319.41,180827.34,Delhi,windows,2,9,1,0,0,27,0
SF00007349,2025-12-31 21:56:24,SC002035,deposit,186.17,111627.78,Indore,android,19,23,4,0,0,13,0
SF00003952,2025-08-24 02:20:25,SC000826,PURCHASE,49.3,35685.9,Hyderabad,android,0,20,4,0,0,33,0
SF00006149,10/05/2025,SC001739,transfer,54.77,21931.41,Delhi,ios,8,12.1,0,0,1,25,0
SF00002192,2025-03-27 10:33:44,SC005044,purchase,54.15,285749.74,Chennai,windows,4,0.8,2,0,0,34,0
SF00002159,2025-11-21 06:54:33,SC000309,deposit,964.68,55507.27,Kolkata,mac,16,2.3,5,0,0,30,0
SF00013753,2025-03-04 14:24:13,SC004188,deposit,162.24,163122.5,Kolkata,android,2,11.8,5,0,1,63,0
SF00003082,2025-06-15 12:37:12,SC002677,withdrawal,57.63,308315.02,Bengaluru,ios,2,32.1,0,0,0,33,0
SF00016210,2025-03-28 08:02:27,SC004338,deposit,251.01,174840.18,Hyderabad,windows,8,14.3,0,0,1,30,0
SF00019128,2025-01-13 16:59:04,SC005748,bill_payment,73.15,277681.6,Bengaluru,mac,18,17.2,2,0,0,14,0
SF00014198,2025-04-13 17:52:19,SC001985,transfer,158.63,28514.99,Bengaluru,ios,1,20.3,3,0,0,30,0
SF00012525,2025-09-09 01:23:16,SC003490,bill_payment,420.78,87966.01,Chennai,ios,3,7.9,3,0,0,32,0
SF00008364,2025-11-21 06:42:45,SC005771,deposit,311.76,333391.85,Bengaluru,ios,20,55.9,2,0,0,11,0
SF00017204,2025-12-31 04:26:01,SC002804, purchase ,172.13,120488.37,Indore,mac,13,,2,0,0,16,0
SF00018516,2025-12-30 04:21:07,SC000907,purchase,348.89,190600.16,Chennai,other,9,26.2,6,0,0,37,0
SF00002240,2025-02-06 13:57:44,SC003683,bill_payment,705.62,42176.64,Delhi,windows,21,3.3,3,0,0,12,0
SF00017588,2025-12-04 03:44:04,SC005871,transfer,87.53,220676.74,Pune,android,10,9.8,3,0,1,32,0
SF00013738,2025-08-26 01:34:58,SC005146,transfer,264.63,50646.45,Kolkata,ios,20,4,3,0,0,12,0
SF00019386,2025-03-10 15:46:20,SC000442,deposit,87.22,107948.35,Bengaluru,mac,11,3.3,0,0,0,5,0
SF00003622,2025-03-12 19:31:38,SC000583,transfer,348.73,77851.97,Pune,other,2,2.1,1,0,0,20,0
SF00009421,2025-01-14 14:20:16,SC003004,TRANSFER,281.66,134479.39,Bengaluru,other,12,4.9,2,0,1,33,0
SF00009359,2025-10-02 05:54:16,SC005023,deposit,126.77,113850.77,Indore,other,4,11.2,4,0,0,25,0
SF00007936,2025-07-03 11:23:06,SC004944,bill_payment,178,270726.68,Delhi,android,11,2.5,2,0,0,8,0
SF00001028,2025-03-29 00:49:29,SC000061,transfer,511.85,91946.1,Mumbai,other,2,3,6,0,0,50,0
SF00009671,2025-05-19 19:24:25,SC001583,purchase,141.9,169849.37,Bengaluru,windows,16,12.8,3,0,0,18,0
SF00000254,2025-10-12 03:53:29,SC005628,withdrawal,68.68,201709.47,Delhi,mac,18,9.6,1,0,1,22,0
SF00012575,2025-10-04 08:07:27,SC004700,withdrawal,166.64,336971.72,Pune,windows,2,28.1,3,0,0,22,0
SF00014638,,SC002739,bill_payment,303.39,305391.31,Kolkata,mac,1,3.9,2,0,0,31,0
SF00001330,2025-11-08 05:11:03,SC002982,purchase,448.68,200993.28,Mumbai,android,21,12.9,6,0,0,36,0
SF00018476,2025-12-10 03:40:15,SC003739,deposit,643.05,253118.82,Indore,android,19,3.4,0,1,0,29,0
SF00013013,2025-02-27 00:38:13,SC000658,deposit,935.75,168708.9,Hyderabad,mac,1,31,2,0,0,26,0
SF00009778,2025-03-24 13:27:25,SC003710,purchase,106.91,63444.4,Mumbai,ios,4,41.9,5,0,0,50,0
SF00015394,2025-07-09 07:22:48,SC003805,deposit,480.36,151762.66,Kolkata,android,4,4.5,3,1,0,45,0
SF00002350,2025-04-02 20:57:08,SC000149,purchase,46.31,293796.92,Bengaluru,other,15,29.3,1,0,0,17,0
SF00019378,2025-05-18 07:12:52,SC001968,withdrawal,1231.27,8372.88,Chennai,android,3,40.9,5,0,0,48,0
SF00012584,2025-09-02 20:03:03,SC002300,transfer,684.66,5771.48,Mumbai,other,,20.5,4,0,0,15,0
SF00015221,2025-12-25 09:00:27,SC005945,deposit,3597.82,15944.93,Kolkata,other,1,7.6,5,0,0,43,0
SF00005173,2025-06-02 14:32:50,SC004847,transfer,334.88,341551.44,Hyderabad,ios,2,9,3,0,0,23,0
SF00003486,2025-05-29 21:45:06,SC004316,purchase,252.6,21755.29,Chennai,android,19,2.2,1,1,0,23,0
SF00001910,2025-08-25 11:47:46,SC003379,purchase,360.38,96217.48,Kolkata,other,21,19.4,4,0,0,9,0
SF00005468,2025-04-28 15:33:05,SC001167,bill_payment,974.54,284020.95,Indore,other,3,19.9,3,0,0,33,0
SF00009074,2025-11-11 11:20:31,SC004015,withdrawal,322.32,243469.63,Hyderabad,mac,3,2.9,1,0,0,28,0
SF00017794,2025-10-22 01:16:42,SC002861,purchase,171.42,26996.24,Pune,windows,1,9.1,0,1,0,44,0
SF00016743,2025-04-08 00:41:21,SC005168,transfer,1228.64,313859.55,Kolkata,other,3,1.2,2,0,0,20,0
SF00019596,2025-06-23 23:34:52,SC001707,bill_payment,391.58,133448.31,Chennai,ios,15,12,1,0,0,7,0
SF00014298,2025-06-02 10:43:12,SC005011,withdrawal,326.39,52380.03,Bengaluru,mac,22,4.5,0,0,0,19,0
SF00003610,2025-12-23 18:04:46,SC003785,deposit,685.56,145354.2,Hyderabad,mac,16,29.3,1,0,0,19,0
SF00019513,2025-01-23 12:09:23,SC000380,purchase,1644.26,24222.96,Bengaluru,android,19,6.6,5,0,0,35,0
SF00001221,2025-10-21 06:02:12,SC005849,withdrawal,298.88,57796.96,Mumbai,mac,14,1.3,0,1,0,26,0
SF00000004,2025-06-09 22:43:14,SC002985,bill_payment,225.9,184347.41,Indore,ios,0,1.5,1,0,0,25,0
SF00003788,2025-01-08 14:32:29,SC004900,deposit,952,125243.93,Pune,ios,2,20,3,,0,37,0
SF00006394,2025-03-11 07:25:12,SC005743,withdrawal,24.31,289922.89,Bengaluru,ios,5,19.7,5,0,0,27,0
SF00011876,2025-11-25 04:38:10,SC002785,purchase,173.52,230104.59,Delhi,ios,12,23.3,2,0,0,15,0
SF00010668,2025-06-12 15:46:14,SC002746,purchase,535.18,246655.88,Chennai,ios,1,45.3,2,0,1,48,0
SF00000437,2025-05-01 03:24:55,SC003784,purchase,99.07,147040.14,Hyderabad,mac,16,1.5,0,0,0,17,0
SF00008913,2025-07-17 12:48:16,SC002924,withdrawal,353.48,222526.68,Bengaluru,mac,9,9,5,0,0,24,0
SF00005069,2025-11-16 07:20:45,SC002454,bill_payment,134.62,115298.37,Pune,ios,10,5.9,3,0,0,17,0
SF00005002,2025-01-31 18:02:35,,deposit,374.67,32630.31,Kolkata,ios,10,0.7,4,0,0,6,0
SF00008442,2025-10-18 08:25:01,SC004460,bill_payment,101.57,303020.66,Pune,android,4,3.9,4,0,0,21,0
SF00019670,2025-12-23 06:44:27,SC005754,transfer,3749.02,264326.92,Bengaluru,mac,17,35.4,5,0,0,23,0
SF00004419,2025-12-26 00:06:14,SC000449,deposit,47.57,49779.82,Bengaluru,mac,14,11.5,0,0,0,18,0
SF00005825,2025-07-06 03:45:17,SC001509,bill_payment,539.78,340491.14,Mumbai,mac,2,13.7,2,0,1,34,0
SF00004241,2025-12-10 06:20:53,SC000464,purchase,114.5,197822.42,Delhi,windows,3,1.4,5,0,0,41,0
SF00013769,2025-10-17 11:43:05,SC003592,transfer,150.34,256897.2,Delhi,mac,16,10.7,4,0,0,16,0
SF00006202,2025-09-23 05:02:29,SC005187,withdrawal,168.72,81053.38,Hyderabad,mac,7,7.1,2,0,0,15,1
SF00015145,2025-04-12 07:14:31,SC002013,transfer,133.45,45016.64,Hyderabad,other,23,44.6,5,0,0,29,0
SF00000134,2025-08-13 05:01:38,SC001568,transfer,223.95,73798.93,Indore,other,18,10.3,4,1,0,33,0
SF00003901,2025-06-23 08:22:47,SC002055,purchase,1364.75,336988.67,Mumbai,windows,6,25.4,4,0,0,15,0
SF00015320,2025-01-07 05:04:06,SC005853,purchase,162.76,321041.11,Kolkata,mac,20,12.6,1,0,0,15,0
SF00004241,2025-12-10 06:20:53,SC000464,purchase,114.5,197822.42,Delhi,windows,3,1.4,5,0,0,41,0
SF00017966,2025-03-30 22:37:50,SC003362,withdrawal,82.84,296682.5,Hyderabad,other,9,9.2,6,0,0,28,0
SF00012759,2025-05-30 00:39:56,SC000731,,139.65,250840.06,Chennai,windows,9,4.4,4,1,0,30,0
SF00013911,2025-03-10 02:36:56,SC001056,bill_payment,166.82,176486.06,Indore,android,1,10.1,1,0,0,35,0
SF00007618,08/04/2025,SC005983,withdrawal,63.58,332979.96,Pune,android,8,4.8,3,0,0,11,0
SF00009732,2025-07-25 17:57:30,SC002771,bill_payment,334.03,301847.43,Kolkata,mac,9,5.3,1,0,0,10,0
SF00003262,2025-09-13 15:54:25,SC001472,bill_payment,492.89,310476.23,Hyderabad,windows,9,8.1,1,0,0,11,0
SF00018884,2025-04-20 01:23:02,SC003408,deposit,215.73,191220.65,Hyderabad,ios,13,58.5,1,0,0,13,0
SF00000106,2025-10-11 18:36:45,SC002101,purchase,329.61,211181.75,Bengaluru,android,9,5.2,6,0,0,30,0
SF00012536,2025-10-21 12:33:32,SC001518,purchase,152.07,288149.21,Mumbai,other,18,76.4,6,0,0,31,0
SF00007164,2025-03-31 08:19:14,SC003687,purchase,1539.86,100582.72,Indore,ios,18,6.3,5,0,0,30,0
SF00015109,2025-08-18 03:50:18,SC004639,purchase,324.95,210334.58,Bengaluru,mac,17,8.4,2,0,0,18,0
SF00018956,2025-08-07 09:13:44,SC005414,bill_payment,222.24,125146.89,Indore,android,18,9,4,0,0,16,0
SF00007890,2025-11-03 01:11:02,SC004179,deposit,921.88,38659.33,Hyderabad,ios,16,8.9,3,0,0,16,0
SF00000026,2025-09-01 19:03:12,SC002867,transfer,131.99,342550.31,Indore,WINDOWS,11,5.7,3,0,0,18,0
SF00000244,2025-10-07 05:25:00,SC005678,transfer,,341034.06,Indore,android,23,4.5,6,0,1,49,0
SF00010034,2025-03-06 18:29:31,SC000007,bill_payment,230.29,103191.97,Mumbai,mac,10,3.5,2,0,0,10,0
SF00014734,2025-08-13 16:26:21,SC005473,transfer,54.38,172907.43,Kolkata,windows,10,,0,0,0,5,0
SF00005126,2025-08-27 06:15:54,SC000190,bill_payment,300.42,271026.24,Kolkata,android,3,12.7,3,0,0,34,0
SF00001635,2025-10-09 14:57:34,SC000105,transfer,833.35,307444.64,Indore,android,3,2.2,6,0,0,47,0
SF00019263,2025-09-20 09:18:05,SC003388,transfer,34.24,294543.22,Hyderabad,other,9,12.4,1,0,0,18,0
SF00017248,2025-06-17 04:57:47,SC005834,purchase,81.92,71246.6,Chennai,ios,12,3.9,5,1,0,49,0
SF00007064,2025-02-09 03:10:26,SC005087,transfer,323.52,132814.43,Mumbai,other,8,2.6,2,0,0,13,0
SF00017814,2025-11-01 09:39:32,SC005650,bill_payment,1319.86,266235.76,Bengaluru,mac,7,0.8,4,0,0,11,0
SF00001653,2025-08-06 13:27:37,SC000698,transfer,634.12,212201.43,Chennai,windows,0,12.6,5,0,0,49,0
SF00001014,2025-10-27 11:05:15,SC004930,transfer,236.84,154702.29,Mumbai,ios,0,4.8,6,0,0,39,0
SF00015154,2025-03-11 20:56:15,SC002647,purchase,247.75,209080.91,Mumbai,ios,1,7.6,3,0,0,28,0
SF00013430,2025-06-06 10:55:47,SC005869,purchase,94.88,13605.77,Bengaluru,windows,22,3,0,0,1,27,0
SF00007924,2025-04-15 18:25:51,SC004761,transfer,471.33,113551.55,Indore,mac,1,5.6,2,0,0,27,0
SF00017807,15/02/2025,SC004888,deposit,136.22,114836.44,Hyderabad,android,21,9.2,5,0,0,36,0
