order_id,order_date,customer_id,product_category,order_amount,payment_method,billing_country,shipping_country,email_age_days,account_age_days,device_type,ip_risk_level,failed_payment_attempts,delivery_speed,risk_score,is_fraud
ORD00004516,2025-10-22 14:06:28,EC003928,beauty,230.89,credit_card,Singapore,Singapore,553,669,windows,medium,3,standard,37,0
ORD00009002,2025-07-21 16:42:07,EC000038,sports,548.87,wallet,UAE,UAE,1293,1139,other,medium,2,same_day,34,0
ORD00003973,2025-10-06 22:29:54,EC001467,electronics,790.45,upi,India,India,180,81,ios,medium,0,,22,0
ORD00008142,2025-05-17 01:38:33,EC001017,books,449.52,upi,United Kingdom,United Kingdom,463,1365,android,medium,3,express,39,0
ORD00001245,2025-03-24 22:31:04,EC001043,books,200.58,wallet,Germany,Germany,1026,50,ios,medium,1,express,22,0
ORD00000740,2025-01-13 21:11:32,EC002883,fashion,204.93,wallet,United Kingdom,United Kingdom,173,551,windows,medium,1,standard,22,0
ORD00005851,2025-02-19 01:02:08,EC001839,beauty,259.63,upi,Canada,Canada,1599,1763,windows,high,0,standard,35,0
ORD00005413,2025-09-26 20:58:23,EC000739,home,366.27,upi,,United States,317,1743,windows,high,2,standard,55,1
ORD00006648,2025-12-05 17:40:08,EC003614,home,1186.59,net_banking,United Kingdom,United Kingdom,541,251,mac,low,3,same_day,24,0
ORD00007948,2025-09-16 16:14:27,EC003604,electronics,273.59,net_banking,Australia,Australia,2023,1371,other,low,2,express,29,0
ORD00001739,2025-04-21 22:13:05,EC003585,beauty,122.12,upi,Australia,Australia,212,717,android,low,0,standard,8,0
ORD00003153,,EC000731,books,151.12,wallet,Singapore,Singapore,1658,507,mac,high,3,same_day,47,0
ORD00007243,2025-03-30 04:50:21,EC003832,home,153.25,wallet,Canada,Canada,935,988,ios,medium,0,standard,19,0
ORD00003125,2025-10-20 20:48:02,EC000939,fashion,687.65,credit_card,Singapore,Singapore,620,736,,medium,1,express,15,0
ORD00007649,2025-05-26 08:47:42,EC003941,fashion,488.74,credit_card,Canada,Canada,816,1440,ios,low,2,express,31,0
ORD00004556,2025-11-11 03:56:03,EC000391,books,416.6,upi,United Kingdom,United Kingdom,1129,652,mac,medium,3,express,37,0
ORD00011976,2025-01-10 16:34:39,EC001834,home,243.31,net_banking,Germany,,2191,899,android,medium,3,express,60,0
ORD00008317,2025-02-11 10:16:27,EC002106,fashion,503.64,net_banking,Australia,Australia,995,1233,other,medium,2,same_day,31,0
ORD00007436,2025-10-22 17:23:52,EC000403,books,282.13,upi,UAE,UAE,1137,106,ios,medium,2,same_day,30,0
ORD00002956,2025-09-02 20:08:59,EC004012,books,201.8,upi,United Kingdom,United Kingdom,631,286,android,medium,1,same_day,16,0
ORD00007073,2025-01-04 08:37:31,EC004075,beauty,93.03,debit_card,United States,United States,1149,1164,windows,medium,2,standard,41,0
ORD00005983,2025-07-08 05:55:04,EC000451,sports,547.1,debit_card,Canada,Canada,2141,1449,ios,high,0,express,35,0
ORD00011988,2025-03-30 07:26:43,EC001898,electronics,289.37,credit_card,Australia,Australia,440,1097,ios,medium,3,same_day,39,0
ORD00005510,2025-07-27 00:47:41,EC000846,beauty,154.14,debit_card,Australia,Australia,342,1038,android,HIGH,3,same_day,50,0
ORD00006337,2025-05-27 13:00:31,EC003680,electronics,282.63,credit_card,UAE,UAE,70,1302,windows,high,2,standard,56,0
ORD00003981,2025-07-29 09:28:48,EC001768,beauty,191.69,debit_card,UAE,UAE,2056,1544,android,medium,3,standard,41,0
ORD00000420,2025-08-06 10:42:52,EC000791,home,222.78,net_banking,United Kingdom,United Kingdom,781,1364,other,low,2,standard,30,0
ORD00010984,2025-06-20 13:06:45,EC003205,beauty,245.64,net_banking,Canada,Canada,1137,813,other,medium,0,express,19,0
ORD00006251,2025-09-07 07:12:57,EC001510,sports,849.63,credit_card,UAE,UAE,821,516,android,medium,2,standard,36,0
ORD00010508,2025-03-20 16:01:45,EC000544,fashion,321.33,credit_card,Canada,United States,1549,944,mac,low,3,standard,41,0
ORD00011712,2025-04-07 15:53:10,EC000727,beauty,86.87,wallet,India,India,1171,1171,ios,low,0,express,10,0
ORD00007584,2025-10-23 10:03:04,EC001904,electronics,490.22,credit_card,UAE,Singapore,876,519,ios,medium,2,same_day,60,0
ORD00003329,2025-06-25 22:47:59,EC003922,home,267.55,credit_card,Australia,Australia,772,115,android,low,2,express,30,0
ORD00003564,2025-04-21 19:19:38,EC002708,fashion,285.18,upi,Germany,Germany,2115,1559,android,high,0,same_day,36,0
ORD00002634,2025-01-11 06:18:04,EC000199,electronics,247.64,credit_card,,Singapore,657,1442,ios,medium,1,express,24,0
ORD00001080,2025-07-02 08:50:28,EC002580,home,143.52,debit_card,Australia,Australia,1456,1249,other,low,3,standard,22,0
ORD00010085,2025-05-03 04:52:03,EC002099,beauty,394.98,wallet,Germany,Germany,1864,16,other,high,1,express,48,0
ORD00008553,2025-01-14 17:09:20,EC003569,sports,178.84,net_banking,India,India,792,1657,windows,high,1,express,36,0
ORD00011384,2025-01-06 16:19:14,EC004175,home,482.09,upi,Singapore,Singapore,178,1130,other,medium,1,express,19,0
ORD00001156,2025-03-16 20:56:42,EC001007,home,252.03,net_banking,UAE,UAE,1026,4,windows,medium,3,standard,48,0
ORD00007233,25/03/2025,EC003233,home,126.45,wallet,India,India,2157,310,windows,low,3,express,26,0
ORD00009205,2025-02-17 04:53:12,EC001833,electronics,1062.98,upi,Australia,Australia,1365,1596,ios,low,3,same_day,25,0
ORD00006657,2025-11-03 15:18:24,EC003036,beauty,387.51,net_banking,Australia,Australia,571,128,other,low,1,same_day,11,0
ORD00005621,2025-10-27 17:38:08,EC001011,electronics,345.99,wallet,United States,United States,1417,1426,mac,low,2,same_day,29,0
ORD00010745,2025-03-29 09:39:26,EC001303,sports,677.21,credit_card,India,India,1401,1430,windows,medium,3,express,37,0
ORD00003993,2025-10-16 10:21:25,EC004041,home,453.84,upi,Germany,Germany,1564,1466,android,high,2,standard,56,0
ORD00011484,2025-02-25 03:07:55,EC002371,books,88.71,wallet,Canada,Canada,256,266,mac,high,2,same_day,51,0
ORD00005412,2025-08-20 09:11:17,EC003572,fashion,1255.18,debit_card,Canada,Canada,1715,1344,ios,low,0,same_day,9,0
ORD00008058,2025-11-10 23:18:07,EC001450,beauty,659.93,wallet,Germany,Germany,683,537,android,high,1,standard,31,1
ORD00007865,2025-04-18 04:05:33,EC002858,electronics,120.26,wallet,UAE,UAE,142,1293,android,medium,1,standard,15,0
ORD00005732,2025-01-27 02:34:56,EC001594,home,691.79,upi,Singapore,Singapore,200,1033,ios,medium,0,same_day,24,0
ORD00000855,2025-09-10 12:29:26,EC003580,fashion,265.25,credit_card,Germany,Germany,1966,1309,ios,medium,2,express,33,0
ORD00006301,2025-10-02 06:06:45,EC000112,beauty,,upi,Singapore,Singapore,1060,916,android,medium,0,standard,22,0
ORD00002360,2025-04-03 08:33:47,EC003273,home,84.11,debit_card,Canada,Singapore,142,157,other,low,3,same_day,49,0
ORD00005647,2025-06-16 08:07:02,,sports,493.22,debit_card,United Kingdom,United Kingdom,1966,964,ios,high,2,same_day,53,0
ORD00004503,2025-06-28 13:28:26,EC000433,electronics,287.55,net_banking,UAE,UAE,420,1150,ios,low,2,standard,22,0
ORD00008387,2025-03-18 16:56:08,EC001791,electronics,563.1,upi,Singapore,Singapore,1662,796,other,high,0,standard,34,0
ORD00004637,2025-01-27 09:02:42,EC002178,fashion,620,debit_card,Canada,Canada,1661,1115,ios,low,3,standard,29,0
ORD00009838,2025-04-19 11:32:27,EC000474,home,1662.27,debit_card,India,India,504,632,other,medium,1,same_day,16,0
ORD00000118,2025-12-25 18:33:03,EC001944,fashion,1283.37,net_banking,United States,United States,1608,1203,mac,medium,1,same_day,16,0
ORD00010485,2025-11-19 17:34:06,EC003624,home,394.47,upi,Australia,Australia,2103,788,android,low,1,standard,9,0
ORD00001362,2025-02-01 22:45:30,EC002337,sports,109.46,net_banking,United States,United States,710,1348,windows,low,3,same_day,30,0
ORD00002044,2025-03-22 21:05:32,EC003613,fashion,581.48,debit_card,Australia,Australia,2001,605,ios,low,2,same_day,24,0
ORD00002783,2025-02-18 19:18:42,EC003417,beauty,316.98,credit_card,UAE,UAE,1196,538,other,medium,1,standard,21,0
ORD00005452,2025-09-09 05:40:45,EC004107,electronics,239.83,upi,Australia,Australia,736,672,ios,medium,3,standard,36,0
ORD00010528,2025-03-30 11:11:39,EC001951,sports,440,wallet,United States,United States,535,1765,mac,low,0,same_day,6,0
ORD00009031,2025-06-29 21:07:14,EC004185,beauty,1168.17,wallet,Australia,Australia,1537,62,mac,low,2,same_day,24,0
ORD00010957,2025-09-24 05:46:10,EC002741,electronics,484.23,credit_card,Singapore,Singapore,692,774,android,low,3,express,32,0
ORD00008748,2025-10-21 13:34:35,EC001875,home,85.08,wallet,Canada,Canada,100,477,windows,medium,3,same_day,31,0
ORD00003186,2025-12-26 07:56:37,EC001700,electronics,109.25,credit_card,UAE,UAE,1992,970,other,low,0,same_day,6,0
ORD00004665,2025-11-29 03:25:15,EC001261,books,283.36,debit_card,UAE,UAE,1701,813,windows,medium,3,express,32,1
ORD00002845,2025-06-02 14:24:36,EC002654,electronics,1000.16,debit_card,Germany,United Kingdom,1391,463,other,low,0,standard,30,0
ORD00007583,2025-09-16 07:35:40,EC002851,home,1319.71,wallet,United States,United States,1791,625,ios,high,0,same_day,34,0
ORD00010808,2025-08-17 00:16:57,EC001089,sports,165.06,wallet,United Kingdom,United Kingdom,2023,89,ios,low,3,express,27,0
ORD00002548,2025-04-24 03:57:53,EC002856,fashion,167.38,wallet,Australia,Australia,1494,588,windows,medium,0,express,23,1
ORD00009583,2025-06-13 16:26:15,EC001905,home,682.36,net_banking,United Kingdom,United Kingdom,1610,31,other,low,3,express,32,0
ORD00007239,2025-11-02 08:56:38,EC001442,sports,209.26,debit_card,United States,United States,1249,1430,android,medium,3,same_day,41,0
ORD00003812,2025-06-11 22:25:56,EC000122,books,150.7,upi,Germany,Germany,1571,1514,mac,medium,0,standard,14,0
ORD00005149,2025-12-22 03:01:48,EC003918,books,366.65,wallet, India ,India,164,1767,mac,high,3,express,53,0
ORD00006402,2025-12-28 23:18:11,EC003986,electronics,308.92,net_banking,Singapore,Singapore,,1288,mac,medium,3,same_day,39,0
ORD00004007,2025-03-18 07:59:54,EC000387,home,264.12,net_banking,Germany,Germany,1357,1379,android,medium,2,express,33,0
ORD00004125,2025-03-04 14:35:36,EC003588,sports,77.8,credit_card,Germany,Germany,733,878,mac,high,3,same_day,54,0
ORD00003429,2025-08-14 01:32:52,EC001401,beauty,214.25,net_banking,United Kingdom,United Kingdom,1733,1642,mac,high,0,standard,36,0
ORD00002882,2025-03-03 21:41:57,EC001240,sports,193.83,wallet,Canada,Canada,1799,198,ios,low,0,standard,8,0
ORD00002626,2025-03-21 02:59:40,EC000097,books,,net_banking,United States,United States,201,186,mac,medium,2,same_day,40,0
ORD00010220,2025-01-08 03:08:42,EC001711,beauty,137.42,debit_card,United Kingdom,United Kingdom,1605,1183,windows,medium,1,same_day,16,1
ORD00007365,2025-08-11 01:46:14,EC000084,fashion,250.94,debit_card,United Kingdom,United Kingdom,1327,1452,other,low,3,express,30,0
ORD00006135,2025-12-04 16:44:24,EC001699,sports,148.43,debit_card,Canada,Canada,74,1119,windows,medium,1,express,25,0
ORD00005740,2025-11-19 16:33:22,EC001257,electronics,159.84,upi,UAE,UAE,312,1535,other,high,2,standard,48,0
ORD00009467,2025-09-09 23:39:55,EC002587,home,160,net_banking,Canada,Canada,11,132,windows,low,2,standard,39,0
ORD00007460,2025-03-29 10:59:02,,electronics,505.7,credit_card,United States, United States ,1661,718,mac,medium,3,standard,40,0
ORD00006178,2025-04-14 04:35:48,EC000688,sports,186.42,debit_card,Germany,Germany,286,776,mac,low,2,express,27,0
ORD00004006,2025-02-09 19:11:16,EC000165,books,78.21,upi,United Kingdom,United Kingdom,780,1752,ios,low,,express,11,0
ORD00005770,2025-12-04 02:23:58,EC001137,electronics,726.35,net_banking,India,India,1643,1058,,low,2,standard,29,0
ORD00004239,2025-09-23 06:51:09,EC003452,home,669.4,upi,United Kingdom,Australia,691,352,windows,low,1,,30,0
ORD00008820,2025-02-07 03:29:57,EC002697,home,107.32,wallet,UAE,UAE,1111,1542,other,medium,2,standard,37,0
ORD00008721,2025-01-25 00:31:04,EC000562,sports,315.79,wallet,Singapore,Singapore,124,709,android,high,0,express,33,1
ORD00010437,2025-01-07 04:58:57,EC000272,home,274.99,wallet,Singapore,Singapore,1043,1338,windows,medium,1,same_day,26,0
ORD00010492,05/08/2025,EC002482,books,105.47,wallet,Canada,Canada,704,707,other,high,1,same_day,34,0
ORD00003205,2025-11-29 17:45:41,EC001646,beauty,,wallet,Australia,Australia,591,1092,android,medium,1,standard,17,0
ORD00008710,2025-12-14 22:03:41,EC002816,beauty,233.89,credit_card,India,India,2048,744,android,medium,2,same_day,37,0
ORD00009448,2025-10-06 13:22:10,EC002995,books,86.48,debit_card,Singapore,Singapore,1692,1611,ios,medium,2,same_day,34,0
ORD00000197,2025-12-28 23:25:42,EC001007, sports ,181.23,debit_card,Canada,Canada,1079,1477,windows,medium,1,express,20,0
ORD00005257,2025-12-03 11:08:16,EC001779,home,203.84,credit_card,Germany,UAE,324,1327,android,medium,1,express,42,0
ORD00003265,2025-12-29 02:09:58,EC003628,sports,321.03,credit_card,,UAE,1139,1167,other,medium,1,standard,26,0
ORD00004277,2025-07-31 22:14:54,EC001167,books,166.12,net_banking,Singapore,Singapore,1184,423,mac,high,3,express,49,0
ORD00005161,2025-03-11 05:06:04,EC004122,home,242.75,wallet,Germany,Germany,411,1575,android,medium,0,standard,14,1
ORD00002732,2025-12-18 10:50:14,EC004121,beauty,183.34,net_banking,Germany,Germany,1966,1224,android,medium,2,standard,38,0
ORD00002844,2025-04-26 12:01:29,EC001518,sports,148.53,credit_card,United States,United States,177,352,mac,low,1,standard,7,0
ORD00010007,2025-06-06 18:13:40,EC002628,books,570.59,net_banking,India,India,666,1002,other,high,1,express,38,0
ORD00002378,2025-01-29 05:42:58,EC000910,electronics,301.64,debit_card,Germany,Germany,1302,732,other,medium,0,express,17,0
ORD00006467,2025-07-31 03:25:38,EC003278,beauty,392.68,debit_card,Singapore,Singapore,987,589,other,medium,1,standard,21,0
ORD00003416,2025-04-20 03:29:42,EC001028,fashion,160.19,net_banking,India,India,1804,1711,mac,medium,0,standard,23,0
ORD00008899,2025-02-10 08:34:48,EC003977,sports,219.28,debit_card,India,United States,693,466,android,low,2,same_day,50,0
ORD00002203,2025-05-04 01:11:18,EC001632,home,595.3,upi,Singapore,United Kingdom,225,1649,mac,medium,2,standard,53,0
ORD00005366,2025-12-21 15:05:46,EC000724,sports,246.75,credit_card,UAE,UAE,569,729,mac,low,3,same_day,27,0
ORD00005459,2025-05-26 17:15:15,EC004178,sports,1430.78,credit_card,UAE,United States,1974,773,other,low,0,express,26,0
ORD00002639,2025-07-15 17:39:46,EC003280,sports,193.32,credit_card,Australia,Australia,852,150,windows,medium,2,express,38,0
ORD00010310,2025-02-22 06:39:46,EC000158,home,101.39,net_banking,United Kingdom,United Kingdom,2141,971,windows,low,3,same_day,32,0
ORD00008780,2025-01-18 08:52:24,EC002646,sports,420.04,upi,Singapore,Singapore,61,1288,windows,medium,1,same_day,24,0
ORD00000662,2025-02-16 16:11:05,EC002793,books,125.86,wallet,United States,Singapore,862,958,mac,medium,2,express,55,0
ORD00003103,2025-07-28 19:17:08,EC003154,electronics,97.77,upi,United Kingdom,United Kingdom,1334,47,windows,high,2,same_day,50,0
ORD00003616,2025-07-29 07:33:13,EC003254,electronics,210.36,wallet,Singapore,Singapore,1069,435,windows,high,0,express,36,1
ORD00010688,2025-06-18 00:48:44,EC003183,electronics,58.11,credit_card,Singapore,Singapore,1475,897,ios,low,1,,11,0
ORD00009964,2025-01-26 23:58:18,EC002240,home,115.71,wallet,India,India,757,,mac,low,1,same_day,8,0
ORD00010652,2025-10-24 08:01:25,EC002346,fashion,84.28,debit_card,UAE,UAE,1648,246,android,high,3,same_day,53,0
ORD00002827,2025-08-05 15:43:58,EC003134,books,186.44,credit_card,Germany,Germany,1352,99,ios,high,3,standard,54,0
ORD00004018,2025-04-29 12:45:41,EC002294,beauty,567.17,debit_card,Singapore,Singapore,459,64,ios,low,0,express,11,0
ORD00000475,2025-03-04 12:25:00,EC003476,books,325.76,debit_card,United States,United States,244,1671,windows,medium,3,express,35,0
ORD00006665,2025-08-26 21:15:10,EC002805,books,128.27,debit_card,Canada,Canada,1806,231,android,medium,3,standard,36,0
ORD00002798,2025-08-27 20:31:59,EC002070, beauty ,768.79,wallet,United Kingdom,United Kingdom,719,777,windows,low,0,standard,10,0
ORD00008685,2025-06-02 21:58:07,EC001984,beauty,245.22,debit_card,India,India,544,407,android,low,2,same_day,27,0
ORD00007949,2025-10-23 09:26:26,EC001101,fashion,393.11,wallet,Canada,Canada,535,224,windows,low,3,standard,21,0
ORD00010945,2025-07-07 00:34:02,EC000467,home,325.02,net_banking,UAE,UAE,55,1745,windows,low,2,standard,26,0
ORD00008847,2025-11-03 16:25:26,EC003300,,306.73,net_banking,India,India,1194,1045,other,medium,0,express,14,0
ORD00001115,2025-01-18 17:27:54,EC000608,sports,243.67,debit_card,Germany,Singapore,1892,1355,windows,low,3,standard,51,0
ORD00009413,2025-03-20 00:42:47,EC000030,books,408.14,credit_card,Australia,Australia,579,345,mac,medium,1,express,21,0
ORD00010656,2025-03-21 13:31:21,EC002528,home,148.5,net_banking,Canada,Canada,1994,253,windows,medium,0,standard,14,0
ORD00011076,2025-10-17 02:04:50,EC002038,beauty,226.92,upi,United States,United States,1177,936,other,medium,1,same_day,19,0
ORD00010080,2025-10-30 16:23:41,EC002432,fashion,2665.89,credit_card,Germany,Germany,1114,974,windows,low,3,express,31,0
ORD00009195,2025-02-12 00:36:07,EC001342,home,1014.72,credit_card,India,India,820,604,android,low,1,standard,11,0
ORD00010811,2025-12-06 00:06:57,EC003652,electronics,422.62,net_banking,United States,United States,1740,1258,mac,low,2,same_day,27,0
ORD00002649,2025-07-20 20:09:41,EC002721,home,240.76,net_banking,Canada,Canada,792,655,other,low,0,express,7,0
ORD00003397,2025-05-17 19:11:48,EC002599,beauty,376.84,wallet,Canada,Canada,153,663,mac,low,0,express,11,0
ORD00008774,2025-06-10 21:46:40,EC000137,sports,483.46,net_banking,Australia,Australia,,851,android,low,1,express,15,0
ORD00006775,20/10/2025,EC002133,home,188.43,net_banking,Germany,United Kingdom,810,1143,mac,high,1,,50,1
ORD00010136,2025-07-04 23:12:57,EC003434,fashion,704.12,credit_card,Canada,United Kingdom,520,627,mac,high,0,express,52,1
ORD00006392,2025-12-23 11:22:06,EC001449,electronics,861.73,upi,United States,United States,96,1597,android,medium,3,standard,31,0
ORD00003805,2025-09-25 21:46:15,EC001693,home,131.03,upi,Australia,Australia,1123,1450,android,medium,3,standard,41,0
ORD00005280,2025-04-03 00:16:48,EC002374,electronics,907.33,wallet,UAE,UAE,2052,93,android,medium,0,standard,24,0
ORD00001276,2025-05-15 10:43:52,EC000574,BEAUTY,780.16,wallet,Australia,Australia,2018,1154,ios,high,1,same_day,38,0
ORD00011375,2025-02-07 18:59:18,EC000526,fashion,89.53,net_banking,Singapore,India,408,39,,medium,3,standard,53,0
ORD00009837,2025-03-13 21:08:00,EC001641,beauty,333.23,wallet,Canada,India,493,617,windows,low,1,express,29,0
ORD00005180,2025-02-12 23:37:36,EC003458,electronics,489.5,wallet,UAE,UAE,1084,1436,windows,low,3,same_day,28,0
ORD00000151,2025-04-30 22:25:18,EC003395,books,449.72,credit_card,Australia,Australia,415,1215,other,medium,1,express,21,0
ORD00003793,2025-07-08 16:55:08,EC002573,home,107.04,wallet,Singapore,Singapore,1015,1691,other,medium,1,express,18,0
ORD00007255,2025-06-17 04:42:17,EC002306,sports,358.08,net_banking,Canada,Canada,1524,1049,other,medium,2,same_day,33,0
ORD00004093,05/12/2025,EC001138,home,348.38,wallet,Singapore,Singapore,580,1199,windows,low,1,standard,9,0
ORD00003734,2025-07-15 16:12:18,EC000471,sports,572.33,net_banking,UAE,Germany,275,1118,other,low,0,same_day,26,0
ORD00004405,2025-07-22 14:36:20,EC000921,books,343.82,upi,Australia,Australia,514,1618,other,high,0,same_day,33,0
ORD00001598,2025-01-04 07:05:56,EC001161,fashion,142.76,upi,Germany,Germany,2168,687,ios,low,0,standard,8,0
ORD00000627,2025-07-31 13:44:39,EC002854,home,519.8,wallet,Germany,Germany,2097,729,android,medium,2,express,38,0
ORD00002828,2025-09-11 13:37:38,EC002860,fashion,466.46,wallet,UAE,UAE,205,298,ios,medium,0,standard,16,0
ORD00009224,2025-01-21 15:34:21,EC001994,electronics,369.33,upi,Australia,Australia,358,1565,mac,low,2,same_day,24,0
ORD00010780,2025-10-15 18:40:00,EC003876,fashion,162.39,wallet,Germany,Germany,840,1143,mac,medium,1,same_day,20,0
ORD00003789,2025-02-10 05:16:32,EC002615,home,134.78,credit_card,India,India,1876,1227,ios,high,0,same_day,30,0
ORD00005384,2025-10-18 06:28:05,EC002270,sports,502,net_banking,Canada,Canada,760,691,ios,medium,3,standard,31,0
ORD00007271,2025-01-30 15:19:35,EC003647,fashion,281.94,net_banking,United Kingdom,Germany,51,1572,android,medium,3,express,55,0
ORD00000264,2025-10-13 15:16:19,EC004114,sports,706.05,upi,Germany,Germany,391,1391,windows,low,2,standard,21,0
ORD00009016,2025-12-21 11:08:22,EC001866,beauty,282.34,wallet,UAE,UAE,1851,369,mac,high,2,express,55,0
ORD00006591,2025-02-24 15:52:51,EC002271,sports,77.13,wallet,United States,United States,1590,703,windows,low,1,standard,14,0
ORD00011674,2025-05-31 09:20:04,EC002722,fashion,569.32,debit_card,Canada,Canada,12,533,ios,low,2,same_day,44,0
ORD00000914,2025-09-03 22:24:37,EC002807,electronics,773.78,wallet,Singapore,United Kingdom,1738,867,other,medium,1,express,39,0
ORD00005319,2025-03-17 01:23:52,EC000179,electronics,526.57,credit_card,Singapore,Singapore,1062,1785,ios,medium,0,express,15,0
ORD00010011,2025-11-01 01:46:03,EC004051,fashion,266.11,wallet,Australia,Australia,871,1550,ios,high,2,standard,55,0
ORD00008004,2025-05-21 18:44:14,EC003489,beauty,1631.71,debit_card,Singapore,Singapore,1136,730,mac,low,2,express,23,0
ORD00000092,2025-05-07 12:33:36,EC004183,beauty,194.42,upi,Canada,Canada,1352,575,ios,medium,1,same_day,15,0
ORD00005895,2025-08-06 23:41:34,EC001097,home,633.39,debit_card,Germany,Germany,1558,9,ios,medium,2,express,52,0
ORD00006992,2025-10-19 00:33:46,EC001467,books,506.22,wallet,Singapore,Singapore,691,367,ios,medium,3,express,37,0
ORD00001862,2025-10-09 10:13:22,EC001283,home,361.22,upi,Australia,Australia,528,1322,android,medium,3,standard,36,0
ORD00004242,2025-01-12 22:59:07,EC001698,home,756.15,upi,Singapore,Singapore,1087,650,mac,medium,0,express,20,0
ORD00006865,2025-12-04 16:51:48,EC001677,beauty,397.39,debit_card,Germany,Germany,1925,1780,other,medium,2,same_day,39,0
ORD00009312,2025-12-23 12:14:35,EC000166,electronics,390.42,net_banking,Australia,Australia,1491,855,android,low,2,express,31,0
ORD00007881,2025-12-01 22:37:24,EC001218,sports,245.64,upi,Singapore,Singapore,1522,661,mac,low,3,express,31,0
ORD00010225,12/07/2025,EC001401,books,844.53,net_banking,Canada,Canada,1568,1065,other,high,2,standard,48,0
ORD00003021,2025-04-05 13:21:55,EC001395,electronics,,upi,UAE,UAE,1024,968,windows,low,3,express,25,0
ORD00009587,2025-11-08 04:12:54,EC000720,fashion,183.46,net_banking,UAE,Germany,2127,,other,medium,0,same_day,46,0
ORD00009018,2025-03-05 20:44:44,EC002099,electronics,158.84,wallet,Germany,Germany,1505,18,other,low,2,same_day,47,0
ORD00002615,2025-02-07 23:13:25,EC000488,beauty,224.26,upi,UAE,UAE,1887,868,other,high,2,standard,47,0
ORD00002410,2025-04-28 19:18:29,EC002752,beauty,256.71,debit_card,United States,United States,759,853,other,medium,2,same_day,42,0
ORD00009603,2025-06-23 09:36:22,EC003480,sports,384.82,net_banking,United Kingdom,United Kingdom,1070,1241,windows,medium,1,standard,23,0
ORD00008023,2025-04-24 12:10:12,EC004009,books,83.51,wallet,Singapore,Singapore,1984,137,other,medium,0,same_day,15,0
ORD00004698,2025-04-04 07:58:05,EC001061,home,483.14,wallet,Germany,Germany,691,1546,android,high,1,express,36,0
ORD00006050,2025-04-23 02:36:28,EC002493,beauty,276.07,debit_card,UAE,UAE,844,1603,ios,medium,2,same_day,31,0
ORD00005918,2025-12-05 21:03:42,EC004014,books,227.31,upi,Singapore,Singapore,1033,345,ios,medium,3,standard,33,0
ORD00007062,2025-11-23 00:46:17,EC001824,fashion,616.86,wallet,Canada,Canada,1848,468,windows,medium,1,express,23,0
ORD00004524,2025-08-14 23:29:15,EC002205, home ,585.72,net_banking,Canada,Canada,653,1559,ios,medium,2,same_day,32,0
ORD00005517,2025-04-12 03:29:58,EC001629,sports,321.95,upi,UAE,UAE,2183,904,windows,medium,3,express,32,0
ORD00003081,2025-05-05 05:27:11,EC001697,fashion,319.7,debit_card,UAE,UAE,111,235,android,high,2,standard,55,0
ORD00009816,2025-01-25 22:54:46,EC001404,fashion,159.69,upi,United States,United States,744,785,mac,low,0,express,7,0
ORD00003418,2025-07-03 12:42:24,EC002118,beauty,252.05,credit_card,United Kingdom,United Kingdom,820,1268,other,high,3,express,55,0
ORD00009309,2025-09-03 21:07:28,EC001110,beauty,402.79,credit_card,United Kingdom,United Kingdom,1017,1329,,low,2,standard,27,0
ORD00004264,2025-04-06 03:08:47,EC000625,home,174.62, net_banking ,Australia,Australia,1678,148,ios,medium,2,express,37,0
ORD00008708,2025-10-01 05:54:01,EC000202,fashion,930.88,debit_card,India,India,787,795,mac,high,3,standard,55,0
ORD00001932,2025-11-13 16:17:15,EC001537, books ,908.28,credit_card,Germany,United Kingdom,227,1709,mac,low,0,express,31,0
ORD00006848,2025-03-15 09:16:56,EC003770,electronics,50,debit_card,Canada,Canada,2038,1635,ios,medium,1,express,22,0
ORD00009946,2025-03-31 19:56:13,EC001706,home,187.87,net_banking,United Kingdom,United States,629,1678,ios,high,1,standard,60,0
ORD00007508,2025-02-08 00:00:02,EC002156,fashion,1039.79,credit_card,United Kingdom,United Kingdom,1436,573,other,medium,2,standard,33,0
ORD00010813,2025-02-18 04:37:15,EC001294,beauty,310.68,credit_card,Singapore,Singapore,387,1770,windows,,2,same_day,49,0
ORD00002442,2025-07-26 04:52:42,EC002420,sports,853.97,credit_card,United Kingdom,United Kingdom,614,729,mac,low,2,standard,25,0
ORD00011810,2025-03-14 10:06:38,EC003544,fashion,419.56,upi,Germany,Germany,1625,1385,android,low,3,express,29,0
ORD00005661,2025-11-16 11:28:25,EC003706,fashion,347.11,upi,Germany,Germany,318,391,other,medium,2,same_day,33,0
ORD00004881,2025-10-22 03:56:17,EC001754,fashion,296.8,credit_card,Australia,Australia,1998,410,ios,medium,1,standard,16,0
ORD00004641,2025-06-24 21:26:35,EC003639,electronics,323.89,debit_card,United Kingdom,United Kingdom,1713,1383,windows,low,2,same_day,23,0
ORD00010910,2025-12-19 03:25:50,EC000483,sports,204.74,upi,United States,United States,574,1679,other,medium,1,express,22,0
ORD00009762,2025-08-05 06:50:00,EC000148,beauty,251.46,wallet,Singapore,Singapore,1108,1235,other,medium,1,same_day,22,0
ORD00002226,2025-09-02 13:34:13,EC001993,books,113.63,wallet,Germany,Germany,626,1368,android,low,1,standard,10,0
ORD00007394,2025-07-20 14:31:43,EC001937,home,1443.27,debit_card,United States,United States,1209,123,windows,low,0,same_day,12,0
